id,room_type,n_beds,n_baths,is_bath_shared,bnb_house
11093,2 bedrooms,2,1,False,22382300
11094,1 bedroom,1,,True,22452728
11095,2 bedrooms,2,2,False,22385672
11096,2 bedrooms,2,1,False,22453638
11097,1 bedroom,1,,True,22387975
11098,1 bedroom,1,1,False,22454253
11099,1 bedroom,1,,True,22389035
11100,1 bedroom,1,,False,22454537
11101,1 bedroom,1,1,False,22460607
11102,1 bedroom,1,,True,22460669
11103,Studio,1,1,False,22462797
11104,1 bedroom,1,,True,22389296
11105,1 bedroom,1,,True,22463977
11106,1 bedroom,1,1,False,22392030
11107,5 bedrooms,5,2.5,False,22465327
11108,1 bedroom,1,1,False,22468075
11109,Studio,1,1,False,22393526
11110,1 bedroom,1,,True,22471099
11111,1 bedroom,1,,False,22395320
11112,1 bedroom,1,,True,22397992
11113,3 bedrooms,3,,True,22480209
11114,Studio,1,1,False,22399103
11115,1 bedroom,1,1,False,22481246
11116,2 bedrooms,2,1,False,22401504
11117,1 bedroom,1,1,False,22481840
11118,1 bedroom,1,,True,22406251
11119,1 bedroom,1,,True,22482376
11120,1 bedroom,1,,True,22407389
11121,1 bedroom,1,,True,22483776
11122,3 bedrooms,3,1,False,22408527
11123,1 bedroom,1,,True,22484057
11124,2 bedrooms,2,2,False,22485658
11125,1 bedroom,1,1,False,22409073
11126,1 bedroom,1,,True,22409377
11127,1 bedroom,1,,True,22503340
11128,1 bedroom,1,1,False,22409448
11129,1 bedroom,1,,True,22504678
11130,1 bedroom,1,1,False,22409935
11131,2 bedrooms,2,,True,22410359
11132,1 bedroom,1,,False,22505480
11133,1 bedroom,1,,True,22411635
11134,1 bedroom,1,,True,22512408
11135,1 bedroom,1,,False,22417648
11136,5 bedrooms,5,1,False,22514608
11137,1 bedroom,1,,True,22420902
11138,1 bedroom,1,,False,22515792
11139,1 bedroom,1,1,False,22421636
11140,1 bedroom,1,1,False,22516244
11141,3 bedrooms,3,2,False,22432497
11142,1 bedroom,1,0.5,False,22516899
11143,1 bedroom,1,,True,22433764
11144,3 bedrooms,3,2.5,False,22434861
11145,1 bedroom,1,2,False,22435019
11146,1 bedroom,1,,True,22435813
11147,Studio,1,,True,22436168
11148,3 bedrooms,3,2,False,22524272
11149,1 bedroom,1,1,False,22436287
11150,1 bedroom,1,1,False,22529259
11151,1 bedroom,1,1,False,22436899
11152,1 bedroom,1,,True,22440046
11153,1 bedroom,1,,True,22530764
11154,3 bedrooms,3,1,False,22445948
11155,1 bedroom,1,,False,22531031
11156,1 bedroom,1,,False,22531866
11157,1 bedroom,1,1,False,22445969
11158,2 bedrooms,2,1,False,22534758
11159,1 bedroom,1,1,False,22446079
11160,1 bedroom,1,,True,22545036
11161,Studio,2,1,False,22545284
11162,1 bedroom,1,,True,22446479
11163,1 bedroom,1,1,False,22448487
11164,1 bedroom,1,,True,22546236
11165,1 bedroom,1,,True,22548780
11166,1 bedroom,1,,True,22448627
11167,1 bedroom,1,1,False,22550289
11168,1 bedroom,1,,True,22450143
11169,1 bedroom,1,1,False,22551923
11170,Studio,2,1,False,22450373
11171,1 bedroom,1,,True,22714571
11172,1 bedroom,1,1.5,False,22567430
11173,Studio,1,1,False,22723461
11174,1 bedroom,1,,True,22568389
11175,1 bedroom,1,1,False,22569493
11176,Studio,1,1,False,22727785
11177,1 bedroom,1,,True,22570044
11178,1 bedroom,1,,True,22574255
11179,1 bedroom,1,,True,22578161
11180,1 bedroom,1,,True,22734359
11181,3 bedrooms,3,1,False,22582841
11182,1 bedroom,1,,True,22584507
11183,1 bedroom,1,1,False,22734483
11184,1 bedroom,1,1,False,22586049
11185,1 bedroom,1,,True,22734514
11186,1 bedroom,1,,True,22588755
11187,1 bedroom,1,,True,22735103
11188,1 bedroom,1,1,False,22735497
11189,1 bedroom,1,1,False,22589500
11190,1 bedroom,1,1,False,22748260
11191,1 bedroom,1,,True,22601143
11192,1 bedroom,1,,True,22750988
11193,2 bedrooms,2,2,False,22602605
11194,1 bedroom,1,,True,22602996
11195,1 bedroom,1,,True,22751177
11196,1 bedroom,1,,True,22751269
11197,1 bedroom,1,,False,22609277
11198,1 bedroom,1,1.5,False,22751525
11199,1 bedroom,1,1,False,22611108
11200,1 bedroom,1,,True,22751703
11201,1 bedroom,1,,True,22611675
11202,2 bedrooms,2,1,False,22751906
11203,Studio,1,1,False,22618211
11204,1 bedroom,1,1,False,22753912
11205,Studio,1,1,False,22627980
11206,1 bedroom,1,1,False,22754110
11207,Studio,1,1,False,22628471
11208,1 bedroom,1,,True,22763812
11209,1 bedroom,1,,True,22631617
11210,1 bedroom,1,,True,22764944
11211,1 bedroom,1,,True,22634088
11212,1 bedroom,1,,True,22638243
11213,Studio,1,1,False,22765472
11214,1 bedroom,1,,False,22651032
11215,1 bedroom,1,,True,22651614
11216,1 bedroom,1,1,False,22766296
11217,2 bedrooms,2,2,False,22653782
11218,2 bedrooms,2,1,False,22770827
11219,2 bedrooms,2,1.5,False,22663674
11220,1 bedroom,1,,True,22770831
11221,1 bedroom,1,,True,22772191
11222,3 bedrooms,3,2,False,22665286
11223,2 bedrooms,2,1,False,22665392
11224,1 bedroom,1,,True,22772570
11225,1 bedroom,1,1,False,22671517
11226,1 bedroom,1,,True,22772691
11227,1 bedroom,1,1,False,22683699
11228,1 bedroom,1,,True,22775292
11229,2 bedrooms,2,,True,22683927
11230,1 bedroom,1,1,False,22781825
11231,2 bedrooms,2,2,False,22685532
11232,1 bedroom,1,1,False,22785118
11233,1 bedroom,1,1,False,22688059
11234,1 bedroom,1,,False,22789426
11235,1 bedroom,1,,True,22689135
11236,1 bedroom,1,,True,22793472
11237,1 bedroom,1,,True,22691267
11238,1 bedroom,1,,True,22793957
11239,1 bedroom,1,,True,22794719
11240,Studio,1,1,False,22697211
11241,2 bedrooms,2,1.5,False,22699847
11242,2 bedrooms,2,1,False,22797978
11243,2 bedrooms,2,1,False,22701969
11244,1 bedroom,1,1,False,22802275
11245,1 bedroom,1,1,False,22702906
11246,1 bedroom,1,,True,22702994
11247,2 bedrooms,2,1,False,22805946
11248,3 bedrooms,3,,True,22703920
11249,1 bedroom,1,,True,22811128
11250,2 bedrooms,2,2.5,False,22704069
11251,1 bedroom,1,1,False,22812324
11252,1 bedroom,1,1,False,22704461
11253,1 bedroom,1,,True,22818498
11254,Studio,1,,True,22704580
11255,1 bedroom,1,,True,22705963
11256,1 bedroom,1,1,False,22842124
11257,1 bedroom,1,,False,22975958
11258,1 bedroom,1,1,False,22843793
11259,1 bedroom,1,1,False,22978756
11260,Studio,1,1,False,22846744
11261,1 bedroom,1,,True,22847975
11262,1 bedroom,1,,True,22979825
11263,3 bedrooms,3,,True,22850413
11264,1 bedroom,1,,True,22851242
11265,1 bedroom,1,,False,22980907
11266,1 bedroom,1,1,False,22852435
11267,1 bedroom,1,,False,22981126
11268,2 bedrooms,2,2,False,22986248
11269,1 bedroom,1,,True,22987769
11270,1 bedroom,1,1,False,22994960
11271,2 bedrooms,2,,True,22862793
11272,Studio,1,,True,22862864
11273,1 bedroom,1,1,False,22862877
11274,1 bedroom,1,1,False,22997928
11275,1 bedroom,1,1,False,22862882
11276,2 bedrooms,2,1,False,22863062
11277,1 bedroom,1,1,False,23001611
11278,Studio,1,1,False,22868847
11279,1 bedroom,1,1,False,23002312
11280,1 bedroom,1,1,False,22869573
11281,3 bedrooms,3,2,False,22878070
11282,3 bedrooms,3,3,False,23002904
11283,1 bedroom,1,1,False,22878715
11284,1 bedroom,1,1,False,23004107
11285,1 bedroom,1,1,False,22881110
11286,1 bedroom,1,,True,23005685
11287,1 bedroom,1,,True,22885310
11288,Studio,1,1,False,23006397
11289,1 bedroom,1,,False,23006437
11290,2 bedrooms,2,1,False,22886374
11291,1 bedroom,1,,True,22887406
11292,2 bedrooms,2,1,False,23017281
11293,1 bedroom,1,1,False,23017828
11294,1 bedroom,1,,True,22904809
11295,1 bedroom,1,,True,22906559
11296,Studio,2,1,False,23018280
11297,1 bedroom,1,,True,22909900
11298,1 bedroom,1,1,False,23019675
11299,3 bedrooms,3,1.5,False,22911635
11300,1 bedroom,1,1,False,23019746
11301,2 bedrooms,2,,True,22919133
11302,Studio,1,1,False,23020466
11303,1 bedroom,1,1,False,22921200
11304,1 bedroom,1,1,False,23021271
11305,2 bedrooms,2,1.5,False,22926900
11306,1 bedroom,1,1,False,22928216
11307,1 bedroom,1,,False,23023423
11308,1 bedroom,1,1,False,23024065
11309,1 bedroom,1,,True,22928943
11310,1 bedroom,1,,False,23024146
11311,1 bedroom,1,1,False,22929942
11312,Studio,1,1,False,23027784
11313,1 bedroom,1,,True,22937557
11314,1 bedroom,1,,True,22942669
11315,2 bedrooms,2,1,False,22944348
11316,1 bedroom,1,1,False,23034152
11317,1 bedroom,1,,False,23040115
11318,Studio,1,1,False,23041312
11319,2 bedrooms,2,1,False,23045873
11320,1 bedroom,1,,True,23052180
11321,1 bedroom,1,,True,22946348
11322,1 bedroom,1,,True,23052964
11323,1 bedroom,1,,True,23053827
11324,4 bedrooms,4,2,False,23054077
11325,1 bedroom,1,1,False,22951923
11326,1 bedroom,1,1,False,23054855
11327,1 bedroom,1,,True,23055816
11328,1 bedroom,1,,False,23056508
11329,1 bedroom,1,,True,23058456
11330,1 bedroom,1,,True,22955342
11331,1 bedroom,1,,True,22956955
11332,1 bedroom,1,1,False,23059611
11333,1 bedroom,1,,True,22957090
11334,1 bedroom,1,1,False,22958680
11335,1 bedroom,1,1,False,23060192
11336,2 bedrooms,2,1,False,23060916
11337,1 bedroom,1,1,False,23061070
11338,1 bedroom,1,,True,22961758
11339,1 bedroom,1,,True,23061804
11340,1 bedroom,1,1,False,23072308
11341,Studio,1,,True,23074259
11342,1 bedroom,1,,True,23074722
11343,1 bedroom,1,,True,23076745
11344,2 bedrooms,2,1,False,22964396
11345,1 bedroom,1,,False,23076968
11346,1 bedroom,1,,True,23077115
11347,2 bedrooms,2,1,False,22969403
11348,1 bedroom,1,1,False,23078904
11349,1 bedroom,1,,True,22970376
11350,Studio,1,1,False,23084751
11351,1 bedroom,1,,True,22972328
11352,2 bedrooms,2,2.5,False,23088777
11353,3 bedrooms,3,,True,23088947
11354,1 bedroom,1,,True,22972357
11355,3 bedrooms,3,2,False,23090887
11356,1 bedroom,1,1,False,23091135
11357,1 bedroom,1,1,False,22972832
11358,2 bedrooms,2,,False,23092823
11359,1 bedroom,1,,True,23093320
11360,1 bedroom,1,,True,23170592
11361,1 bedroom,1,,True,23097802
11362,1 bedroom,1,,True,23100862
11363,1 bedroom,1,,True,23102299
11364,1 bedroom,1,,True,23177964
11365,1 bedroom,1,,True,23103116
11366,1 bedroom,1,,True,23184752
11367,2 bedrooms,2,1.5,False,23105764
11368,1 bedroom,1,,True,23188573
11369,Studio,1,,True,23188871
11370,2 bedrooms,2,1,False,23202549
11371,1 bedroom,1,,True,23106361
11372,1 bedroom,1,1,False,23107316
11373,1 bedroom,1,1,False,23208314
11374,Studio,1,,True,23109329
11375,1 bedroom,1,,True,23216187
11376,2 bedrooms,2,,True,23116453
11377,Studio,2,1,False,23219361
11378,1 bedroom,1,,True,23219660
11379,1 bedroom,1,,False,23120142
11380,1 bedroom,1,1,False,23120678
11381,1 bedroom,1,,False,23224129
11382,21 bedrooms,21,,True,23124338
11383,1 bedroom,1,1,False,23230395
11384,1 bedroom,1,1,False,23126553
11385,1 bedroom,1,,True,23233925
11386,2 bedrooms,2,1,False,23235101
11387,1 bedroom,1,,True,23128067
11388,Studio,1,1,False,23128247
11389,1 bedroom,1,1,False,23252265
11390,1 bedroom,1,1,False,23129919
11391,1 bedroom,1,,True,23256023
11392,Studio,1,,True,23256828
11393,Studio,1,1,False,23256946
11394,1 bedroom,1,,True,23130144
11395,1 bedroom,1,,False,23258602
11396,1 bedroom,1,1,False,23131033
11397,Studio,1,1,False,23271535
11398,1 bedroom,1,1,False,23131496
11399,1 bedroom,1,1,False,23272588
11400,3 bedrooms,3,2,False,23139647
11401,1 bedroom,1,,True,23144059
11402,2 bedrooms,2,1,False,23147603
11403,1 bedroom,1,,True,23273547
11404,3 bedrooms,3,,True,23147808
11405,1 bedroom,1,,True,23149791
11406,1 bedroom,1,,True,23273907
11407,2 bedrooms,2,1,False,23150033
11408,2 bedrooms,2,1,False,23158770
11409,1 bedroom,1,1,False,23274386
11410,1 bedroom,1,,True,23166556
11411,1 bedroom,1,1,False,23275013
11412,1 bedroom,1,,True,23169146
11413,2 bedrooms,2,,False,23275777
11414,1 bedroom,1,,True,23476922
11415,3 bedrooms,3,1,False,23481234
11416,2 bedrooms,2,1,False,23277230
11417,1 bedroom,1,,True,23484328
11418,2 bedrooms,2,,False,23286377
11419,Studio,2,1.5,False,23485307
11420,3 bedrooms,3,1,False,23288667
11421,1 bedroom,1,1,False,23489726
11422,1 bedroom,1,1,False,23507660
11423,1 bedroom,1,,False,23289674
11424,1 bedroom,1,1,False,23290179
11425,1 bedroom,1,1,False,23509707
11426,2 bedrooms,2,1,False,23292216
11427,1 bedroom,1,,True,23515323
11428,Studio,1,1,False,23529395
11429,1 bedroom,1,,True,23301706
11430,1 bedroom,1,1,False,23536265
11431,1 bedroom,1,,True,23302260
11432,1 bedroom,1,1,False,23538486
11433,1 bedroom,1,,False,23304812
11434,1 bedroom,1,1,False,23541451
11435,1 bedroom,1,,True,23307503
11436,1 bedroom,1,,True,23545346
11437,1 bedroom,1,,True,23310309
11438,Studio,1,,False,23560187
11439,Studio,1,1,False,23311374
11440,2 bedrooms,2,1,False,23565676
11441,1 bedroom,1,,True,23572577
11442,1 bedroom,1,,True,23312524
11443,1 bedroom,1,,True,23574142
11444,1 bedroom,1,,False,23322737
11445,1 bedroom,1,1,False,23579705
11446,1 bedroom,1,,False,23327138
11447,3 bedrooms,3,1.5,False,23336877
11448,1 bedroom,1,,True,23579995
11449,2 bedrooms,2,2,False,23581183
11450,1 bedroom,1,,True,23340718
11451,1 bedroom,1,,True,23351120
11452,3 bedrooms,3,2,False,23582566
11453,1 bedroom,1,,True,23354992
11454,3 bedrooms,3,2,False,23586315
11455,1 bedroom,1,,False,23355382
11456,1 bedroom,1,1,False,23357738
11457,1 bedroom,1,,True,23593582
11458,1 bedroom,1,1,False,23594177
11459,1 bedroom,1,1,False,23358593
11460,1 bedroom,1,1,False,23595013
11461,1 bedroom,1,,True,23358691
11462,3 bedrooms,3,1,False,23596025
11463,1 bedroom,1,,True,23359277
11464,1 bedroom,1,1,False,23360409
11465,Studio,1,1,False,23369991
11466,1 bedroom,1,1,False,23376196
11467,1 bedroom,1,1,False,23597076
11468,Studio,1,1,False,23597323
11469,1 bedroom,1,,True,23376943
11470,3 bedrooms,3,1.5,False,23605182
11471,1 bedroom,1,,False,23377365
11472,2 bedrooms,2,,True,23377713
11473,1 bedroom,1,1.5,False,23609559
11474,1 bedroom,1,,True,23388053
11475,1 bedroom,1,,True,23610557
11476,1 bedroom,1,,True,23392375
11477,1 bedroom,1,1,False,23611312
11478,2 bedrooms,2,1,False,23393043
11479,1 bedroom,1,,True,23612811
11480,1 bedroom,1,1,False,23425584
11481,2 bedrooms,2,1,False,23612855
11482,2 bedrooms,2,2,False,23427160
11483,1 bedroom,1,,True,23613174
11484,1 bedroom,1,,True,23430085
11485,1 bedroom,1,1,False,23622168
11486,1 bedroom,1,1,False,23432542
11487,1 bedroom,1,1,False,23623267
11488,1 bedroom,1,1.5,False,23624930
11489,3 bedrooms,3,2,False,23433516
11490,1 bedroom,1,,True,23434788
11491,1 bedroom,1,1,False,23625998
11492,1 bedroom,1,1,False,23435040
11493,1 bedroom,1,1,False,23627589
11494,Studio,1,,True,23629119
11495,1 bedroom,1,,True,23435772
11496,1 bedroom,1,1,False,23629364
11497,1 bedroom,1,1,False,23435916
11498,1 bedroom,1,,True,23631288
11499,1 bedroom,1,,True,23436437
11500,Studio,1,1,False,23647298
11501,2 bedrooms,2,2,False,23648504
11502,1 bedroom,1,,True,23650008
11503,1 bedroom,1,,True,23650259
11504,3 bedrooms,3,1,False,23651443
11505,1 bedroom,1,1,False,23436576
11506,1 bedroom,1,2,False,23437204
11507,1 bedroom,1,1,False,23437788
11508,1 bedroom,1,,True,23661533
11509,1 bedroom,1,,True,23661749
11510,1 bedroom,1,1,False,23437793
11511,1 bedroom,1,,True,23667137
11512,1 bedroom,1,1.5,False,23438247
11513,1 bedroom,1,,True,23667332
11514,1 bedroom,1,,True,23668975
11515,1 bedroom,1,1,False,23449282
11516,4 bedrooms,4,2.5,False,23669006
11517,Studio,1,1,False,23451337
11518,1 bedroom,1,,False,23669140
11519,2 bedrooms,2,1,False,23669201
11520,1 bedroom,1,1,False,23671775
11521,1 bedroom,1,,True,23454165
11522,1 bedroom,1,1,False,23683924
11523,1 bedroom,1,,True,23455106
11524,1 bedroom,1,,True,23685538
11525,1 bedroom,1,,False,23456621
11526,1 bedroom,1,,True,23466034
11527,2 bedrooms,2,1.5,False,23692933
11528,1 bedroom,1,1,False,23466099
11529,1 bedroom,1,,False,23710983
11530,1 bedroom,1,,True,23466360
11531,1 bedroom,1,,True,23469535
11532,1 bedroom,1,,True,23712143
11533,1 bedroom,1,,True,23714854
11534,1 bedroom,1,,True,23714915
11535,Studio,1,1,False,23469548
11536,1 bedroom,1,1,False,23715974
11537,1 bedroom,1,1,False,23769218
11538,1 bedroom,1,,True,23717291
11539,4 bedrooms,4,2,False,23771352
11540,1 bedroom,1,1,False,23772336
11541,1 bedroom,1,,True,23772767
11542,1 bedroom,1,,True,23718065
11543,1 bedroom,1,,True,23723970
11544,1 bedroom,1,1.5,False,23780896
11545,2 bedrooms,2,1,False,23781939
11546,2 bedrooms,2,1,False,23784498
11547,1 bedroom,1,1,False,23726935
11548,4 bedrooms,4,2,False,23785875
11549,2 bedrooms,2,1,False,23727037
11550,1 bedroom,1,1,False,23799904
11551,2 bedrooms,2,1,False,23727923
11552,2 bedrooms,2,1,False,23728057
11553,1 bedroom,1,1,False,23803836
11554,2 bedrooms,2,1,False,23807257
11555,1 bedroom,1,1,False,23728069
11556,1 bedroom,1,,True,23808650
11557,2 bedrooms,2,1,False,23808895
11558,2 bedrooms,2,2,False,23810123
11559,2 bedrooms,2,1,False,23746579
11560,1 bedroom,1,1,False,23810398
11561,1 bedroom,1,2,False,23821848
11562,1 bedroom,1,1,False,23747567
11563,2 bedrooms,2,,True,23826739
11564,1 bedroom,1,,True,23838063
11565,1 bedroom,1,,True,23747870
11566,1 bedroom,1,1,False,23838400
11567,2 bedrooms,2,1,False,23747957
11568,1 bedroom,1,,True,23838734
11569,1 bedroom,1,,False,23748179
11570,2 bedrooms,2,1,False,23839013
11571,1 bedroom,1,1,False,23750601
11572,Studio,2,1,False,23753775
11573,1 bedroom,1,,False,23839337
11574,1 bedroom,1,,True,23839890
11575,1 bedroom,1,,True,23756498
11576,5 bedrooms,5,1,False,23760365
11577,1 bedroom,1,,True,23840461
11578,1 bedroom,1,,True,23761707
11579,2 bedrooms,2,2.5,False,23841481
11580,1 bedroom,1,1,False,23763367
11581,1 bedroom,1,,True,23763873
11582,1 bedroom,1,,True,23842721
11583,1 bedroom,1,1,False,23768711
11584,1 bedroom,1,1,False,23844034
11585,1 bedroom,1,1,False,24083340
11586,1 bedroom,1,1,False,24083686
11587,1 bedroom,1,,True,24083746
11588,3 bedrooms,3,2,False,23855529
11589,1 bedroom,1,,True,23857515
11590,2 bedrooms,2,1,False,24086178
11591,3 bedrooms,3,1,False,24086457
11592,1 bedroom,1,2,False,23857963
11593,1 bedroom,1,1,False,24097816
11594,1 bedroom,1,,True,24103912
11595,1 bedroom,1,,False,23859834
11596,1 bedroom,1,,True,23869761
11597,1 bedroom,1,,True,24115562
11598,1 bedroom,1,,True,23873057
11599,1 bedroom,1,,True,23874196
11600,1 bedroom,1,,True,24129287
11601,1 bedroom,1,1,False,24130728
11602,1 bedroom,1,,True,24131843
11603,1 bedroom,1,,True,23876355
11604,1 bedroom,1,1.5,False,23877781
11605,1 bedroom,1,,False,24136172
11606,1 bedroom,1,,True,23881522
11607,2 bedrooms,2,1,False,24136557
11608,1 bedroom,1,,True,23894317
11609,3 bedrooms,3,2,False,24136740
11610,Studio,1,1,False,24137748
11611,1 bedroom,1,,True,24137869
11612,Studio,1,1,False,23901779
11613,1 bedroom,1,1,False,24140198
11614,Studio,1,1,False,24140556
11615,1 bedroom,1,1,False,23901908
11616,1 bedroom,1,1,False,24149436
11617,1 bedroom,1,1,False,23901975
11618,2 bedrooms,2,1,False,24151237
11619,1 bedroom,1,1,False,23905542
11620,2 bedrooms,2,1,False,23916900
11621,1 bedroom,1,1,False,24154729
11622,1 bedroom,1,,True,23917760
11623,1 bedroom,1,1,False,24157013
11624,Studio,2,1,False,24157110
11625,1 bedroom,1,,False,24158806
11626,2 bedrooms,2,2.5,False,24171777
11627,1 bedroom,1,,True,23918586
11628,1 bedroom,1,,True,23922304
11629,1 bedroom,1,,True,24175236
11630,1 bedroom,1,,True,24177410
11631,4 bedrooms,4,3,False,23923562
11632,1 bedroom,1,,True,24178083
11633,2 bedrooms,2,1,False,23924234
11634,1 bedroom,1,,False,23926532
11635,1 bedroom,1,,False,24181763
11636,1 bedroom,1,,True,24183293
11637,1 bedroom,1,1,False,24186326
11638,1 bedroom,1,,True,23934000
11639,1 bedroom,1,1,False,24186601
11640,3 bedrooms,3,1,False,23935141
11641,1 bedroom,1,,True,24186775
11642,1 bedroom,1,1,False,23943945
11643,Studio,1,,False,24188354
11644,1 bedroom,1,1.5,False,24199400
11645,2 bedrooms,2,1,False,23946797
11646,1 bedroom,1,,True,23952724
11647,2 bedrooms,2,1.5,False,24200751
11648,3 bedrooms,3,2,False,23957636
11649,1 bedroom,1,1,False,24203680
11650,1 bedroom,1,,True,23958542
11651,1 bedroom,1,1,False,24206044
11652,1 bedroom,1,1,False,24226175
11653,1 bedroom,1,1,False,24229203
11654,1 bedroom,1,1,False,23959939
11655,1 bedroom,1,,True,24230591
11656,3 bedrooms,3,2,False,24234359
11657,1 bedroom,1,,True,23964830
11658,1 bedroom,1,1,False,24239222
11659,1 bedroom,1,1,False,24251237
11660,1 bedroom,1,,True,23965055
11661,5 bedrooms,5,2,False,24260247
11662,1 bedroom,1,,False,24260404
11663,1 bedroom,1,,True,23965460
11664,1 bedroom,1,,True,23978220
11665,1 bedroom,1,1.5,False,24260464
11666,1 bedroom,1,1,False,23979192
11667,1 bedroom,1,,True,24267706
11668,2 bedrooms,2,1,False,23979686
11669,1 bedroom,1,,False,24269100
11670,1 bedroom,1,,True,23980153
11671,1 bedroom,1,,True,23990128
11672,3 bedrooms,3,1,False,24269196
11673,1 bedroom,1,,True,23992829
11674,Studio,0,1,False,24016962
11675,1 bedroom,1,,True,24276835
11676,1 bedroom,1,,True,24017521
11677,1 bedroom,1,1,False,24282118
11678,1 bedroom,1,,False,24284162
11679,1 bedroom,1,,False,24019172
11680,1 bedroom,1,1,False,24287261
11681,Studio,1,1,False,24019698
11682,1 bedroom,1,,False,24019880
11683,1 bedroom,1,,True,24288869
11684,1 bedroom,1,,True,24289926
11685,Studio,1,1,False,24022894
11686,1 bedroom,1,,False,24299542
11687,1 bedroom,1,1,False,24303775
11688,Studio,2,1,False,24022943
11689,1 bedroom,1,,True,24024721
11690,1 bedroom,1,,True,24306539
11691,1 bedroom,1,,True,24034953
11692,1 bedroom,1,,True,24308988
11693,1 bedroom,1,1,False,24038899
11694,1 bedroom,1,,True,24040279
11695,3 bedrooms,3,2,False,24042606
11696,1 bedroom,1,,True,24312253
11697,1 bedroom,1,,True,24042844
11698,2 bedrooms,2,1,False,24043603
11699,1 bedroom,1,,True,24312535
11700,1 bedroom,1,1,False,24057278
11701,1 bedroom,1,1,False,24326705
11702,1 bedroom,1,1,False,24057583
11703,1 bedroom,1,,True,24332080
11704,1 bedroom,1,,True,24059751
11705,1 bedroom,1,1,False,24065918
11706,1 bedroom,1,,True,24334761
11707,1 bedroom,1,,True,24336268
11708,1 bedroom,1,,True,24075491
11709,1 bedroom,1,,True,24083125
11710,2 bedrooms,2,1,False,24350254
11711,2 bedrooms,2,2,False,24351719
11712,1 bedroom,1,,True,24398725
11713,1 bedroom,1,,True,24412104
11714,1 bedroom,1,,True,24352967
11715,1 bedroom,1,1,False,24412681
11716,1 bedroom,1,1.5,False,24424840
11717,1 bedroom,1,1,False,24356861
11718,1 bedroom,1,,True,24357562
11719,1 bedroom,1,1,False,24426631
11720,1 bedroom,1,1,False,24366897
11721,2 bedrooms,2,,True,24431407
11722,1 bedroom,1,,True,24432539
11723,1 bedroom,1,,True,24438437
11724,2 bedrooms,2,1,False,24369797
11725,1 bedroom,1,1,False,24369857
11726,1 bedroom,1,,True,24448560
11727,3 bedrooms,3,3,False,24370001
11728,1 bedroom,1,1,False,24453838
11729,3 bedrooms,3,1,False,24370400
11730,1 bedroom,1,,True,24370692
11731,3 bedrooms,3,1,False,24473230
11732,1 bedroom,1,,True,24473713
11733,1 bedroom,1,,True,24477757
11734,2 bedrooms,2,1,False,24372429
11735,1 bedroom,1,,False,24480789
11736,1 bedroom,1,1,False,24374487
11737,1 bedroom,1,1,False,24491450
11738,2 bedrooms,2,1,False,24491524
11739,1 bedroom,1,,True,24376374
11740,2 bedrooms,2,1,False,24493475
11741,1 bedroom,1,,True,24377683
11742,Studio,1,1,False,24497080
11743,2 bedrooms,2,1,False,24380794
11744,2 bedrooms,2,,True,24396945
11745,1 bedroom,1,,True,24397824
11746,1 bedroom,1,,True,24398061
11747,1 bedroom,1,1,False,24497152
11748,Studio,1,1,False,24497202
11749,Studio,1,1,False,24497265
11750,1 bedroom,1,,True,24699891
11751,3 bedrooms,3,1.5,False,24509757
11752,1 bedroom,1,1,False,24514490
11753,1 bedroom,1,,True,24700123
11754,1 bedroom,1,,True,24515198
11755,1 bedroom,1,,True,24518005
11756,1 bedroom,1,1,False,24700919
11757,1 bedroom,1,1,False,24521630
11758,1 bedroom,1,1,False,24700984
11759,1 bedroom,1,1,False,24709525
11760,2 bedrooms,2,2,False,24525290
11761,1 bedroom,1,1,False,24714137
11762,1 bedroom,1,,True,24714264
11763,1 bedroom,1,,False,24525886
11764,1 bedroom,1,1,False,24715838
11765,1 bedroom,1,,True,24717132
11766,1 bedroom,1,1,False,24535218
11767,1 bedroom,1,,False,24727745
11768,1 bedroom,1,,True,24728012
11769,2 bedrooms,2,1,False,24538110
11770,1 bedroom,1,1,False,24729169
11771,Studio,1,1,False,24540842
11772,1 bedroom,1,,False,24733275
11773,1 bedroom,1,1.5,False,24540935
11774,1 bedroom,1,1,False,24541153
11775,1 bedroom,1,,True,24734680
11776,1 bedroom,1,,True,24734792
11777,1 bedroom,1,,True,24735722
11778,1 bedroom,1,,True,24553427
11779,1 bedroom,1,1,False,24556378
11780,1 bedroom,1,,True,24736896
11781,1 bedroom,1,1,False,24560314
11782,1 bedroom,1,,True,24561311
11783,1 bedroom,1,,True,24743196
11784,1 bedroom,1,1,False,24561322
11785,1 bedroom,1,,True,24746840
11786,1 bedroom,1,1,False,24572398
11787,1 bedroom,1,,True,24748187
11788,2 bedrooms,2,1.5,False,24572885
11789,1 bedroom,1,,True,24750367
11790,1 bedroom,1,,True,24575257
11791,1 bedroom,1,,True,24757844
11792,1 bedroom,1,,True,24580129
11793,2 bedrooms,2,2,False,24757985
11794,Studio,1,1,False,24580422
11795,1 bedroom,1,,True,24580806
11796,Studio,1,,True,24758512
11797,2 bedrooms,2,,True,24580943
11798,1 bedroom,1,1,False,24758664
11799,1 bedroom,1,,True,24758883
11800,1 bedroom,1,1,False,24582124
11801,1 bedroom,1,1,False,24583029
11802,1 bedroom,1,,False,24583519
11803,1 bedroom,1,,True,24779271
11804,3 bedrooms,3,2,False,24783060
11805,1 bedroom,1,1.5,False,24596989
11806,Studio,2,1,False,24784400
