,Unnamed: 0,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,TEMP_CORD
1715,68368,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3151,14,,A5,"804 RICHMOND ROAD, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,1997.0,1230.0,2016.0,1,A5,0,2023-04-13,"40.6073639,-74.09172819999999"
1716,68369,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3151,53,,A5,"244 RHINE AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2142.0,1408.0,1998.0,1,A5,676500,2022-12-07,"40.607721,-74.090949"
1717,68370,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3151,60,,A5,"258 RHINE AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2142.0,1408.0,1998.0,1,A5,0,2023-09-15,"40.6073638,-74.0912584"
1718,68371,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3153,7,,A2,"897 TARGEE STREET, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,5400.0,1040.0,1950.0,1,A2,0,2023-08-07,"40.6062992,-74.0905701"
1719,68372,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3155,17,,A2,"567 BRITTON AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,5700.0,960.0,1950.0,1,A2,668000,2023-03-08,"40.6058536,-74.0887805"
1720,68373,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3156,25,,A5,"553 HANOVER AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2605.0,1312.0,1960.0,1,A5,550000,2023-08-21,"40.605699,-74.08776"
1721,68374,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3159,47,,A1,"544 MOSEL AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,3300.0,1302.0,1945.0,1,A1,0,2023-08-24,"40.6045107,-74.0850177"
1722,68375,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3159,56,,A2,"564 MOSEL AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,3920.0,1150.0,1950.0,1,A2,660000,2023-01-17,"40.60411089999999,-74.08547659999999"
1723,68376,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3162,23,,A5,"27 SHERIDAN AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2700.0,1530.0,2016.0,1,A5,0,2023-10-03,"40.6039447,-74.0839329"
1724,68377,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3165,28,,A5,"837 WEST FINGERBOARD RD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,1890.0,1360.0,1985.0,1,A5,0,2023-01-12,"40.6021232,-74.0831821"
1725,68378,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3166,38,,A5,"2 GRASMERE AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2115.0,1270.0,2004.0,1,A5,696000,2023-05-25,"40.6038924,-74.0853006"
1726,68379,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3167,2,,A2,"27 ROOSEVELT STREET, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,3600.0,850.0,1950.0,1,A2,580000,2023-02-14,"40.6060233,-74.0915904"
1727,68380,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3168,52,,A1,"880 RICHMOND ROAD, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,4248.0,1760.0,1910.0,1,A1,0,2023-02-17,"40.6055901,-74.09240559999999"
1728,68381,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3170,59,,A5,"634 BRITTON AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2000.0,1788.0,2015.0,1,A5,680000,2023-07-12,"40.6043577,-74.08986089999999"
1729,68382,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3171,15,,A5,"590 ODER AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2100.0,1440.0,2003.0,1,A5,650000,2023-05-10,"40.603235,-74.09089"
1730,68383,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3171,155,,A5,"41 ROME AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2500.0,1568.0,1975.0,1,A5,663000,2023-02-23,"40.6018803,-74.0907996"
1731,68384,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3172,16,,A5,"569 ODER AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2600.0,1410.0,1960.0,1,A5,580000,2023-01-31,"40.603604,-74.090268"
1732,68385,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3172,21,,A5,"557 ODER AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2600.0,1410.0,1960.0,1,A5,671000,2023-07-19,"40.60387679999999,-74.09027189999999"
1733,68386,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3173,125,,A1,"613 BRITTON AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,4500.0,2160.0,1930.0,1,A1,0,2022-12-01,"40.6048474,-74.0893312"
1734,68387,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3176,31,,A5,"100 NORTH RAILROAD AVE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,1120.0,1350.0,1988.0,1,A5,0,2023-01-16,"40.6017952,-74.0853904"
1735,68388,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3176,66,,A5,"21 COBBLERS LANE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,1800.0,1488.0,1999.0,1,A5,0,2023-02-22,"40.6023773,-74.08556"
1736,68389,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3176,104,,A5,"58 GARRETSON LANE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2130.0,1488.0,1999.0,1,A5,0,2023-03-22,"40.603082,-74.085515"
1737,68390,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3176,120,,A5,"76 GARRETSON LANE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,2130.0,1488.0,1999.0,1,A5,650000,2022-12-01,"40.6035391,-74.0857162"
1738,68391,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3176,152,,A5,"20 COBBLERS LANE, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,1700.0,1488.0,1999.0,1,A5,638000,2023-09-27,"40.6023968,-74.08591539999999"
1739,68392,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3180,20,,A2,"1088 TARGEE STREET, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,5520.0,2039.0,1930.0,1,A2,0,2023-10-17,"40.6015773,-74.0916714"
1740,68393,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3183,30,,A5,"16 STANWICH STREET, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,1966.0,1560.0,1988.0,1,A5,654000,2023-07-19,"40.601409,-74.0896524"
1741,68394,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3183,31,,A5,"14 STANWICH STREET, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,1960.0,1560.0,1988.0,1,A5,720000,2023-07-21,"40.6012929,-74.0896524"
1742,68395,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3183,35,,A5,"6 STANWICH STREET, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,1993.0,1560.0,1988.0,1,A5,740000,2023-10-18,"40.6011189,-74.0896781"
1743,68396,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3184,49,,A5,"1051 W. FINGERBOARD RD, NYC, STATEN ISLAND",,10304.0,1.0,0.0,1.0,1825.0,1900.0,1989.0,1,A5,612000,2023-08-29,"40.60039880000001,-74.0907692"
1744,68397,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3203,13,,A2,"25 MARIE STREET, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,9490.0,960.0,1950.0,1,A2,615000,2023-10-04,"40.6011302,-74.0846506"
1745,68398,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3203,25,,A5,"14 GRASMERE COURT, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,986.0,1200.0,1989.0,1,A5,630000,2023-11-08,"40.6015284,-74.0842491"
1746,68399,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3203,61,,A5,"28 GRASMERE COURT, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,1292.0,1200.0,1989.0,1,A5,600000,2023-08-18,"40.6012542,-74.0840884"
1747,68400,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3206,18,,A1,"80 LESLIE AVENUE, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,5500.0,1414.0,1960.0,1,A1,915000,2023-08-08,"40.5998461,-74.0837787"
1748,68401,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3209,72,,A3,"29 LESLIE AVENUE, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,4000.0,2811.0,1927.0,1,A3,1350000,2023-08-23,"40.6007296,-74.08263149999999"
1749,68402,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3209,143,,A1,"2246 CLOVE ROAD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,5871.0,2308.0,1960.0,1,A1,10,2023-06-07,"40.5996067,-74.08153010000001"
1750,68403,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3226,6,,A1,"2241 CLOVE ROAD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,8450.0,2700.0,1920.0,1,A1,0,2023-06-12,"40.5998193,-74.0808418"
1751,68404,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3226,6,,A1,"2241 CLOVE ROAD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,8450.0,2700.0,1920.0,1,A1,965000,2023-08-09,"40.5998193,-74.0808418"
1752,68405,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3227,39,,A1,"72 NORMALEE ROAD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,4000.0,1720.0,1986.0,1,A1,990000,2023-09-15,"40.5991934,-74.0805206"
1753,68406,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3229,10,,A2,"5 NORMALEE ROAD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,5000.0,1837.0,1965.0,1,A2,0,2023-03-03,"40.5994183,-74.07799659999999"
1754,68407,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3229,74,,A2,"83 ALLENDALE ROAD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,5000.0,1180.0,1950.0,1,A2,0,2023-09-18,"40.5990897,-74.07923559999999"
1755,68408,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3229,80,,A1,"26 NORMALEE ROAD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,8200.0,2064.0,1940.0,1,A1,0,2023-09-11,"40.5991154,-74.0788685"
1756,68409,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3229,80,,A1,"26 NORMALEE ROAD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,8200.0,2064.0,1940.0,1,A1,1080000,2023-07-26,"40.5991154,-74.0788685"
1757,68410,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3231,81,,A2,"921 HYLAN BOULEVARD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,4590.0,2117.0,1976.0,1,A2,785000,2023-07-27,"40.5981133,-74.0734075"
1758,68411,STATEN ISLAND,GRASMERE,01 ONE FAMILY DWELLINGS,1,3233,36,,A2,"77 BEVERLY ROAD, NYC, STATEN ISLAND",,10305.0,1.0,0.0,1.0,5000.0,1196.0,1970.0,1,A2,0,2023-08-01,"40.5999529,-74.07574799999999"
1759,68412,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,2911,16,,B2,"510 NARROWS ROAD SOUTH, NYC, STATEN ISLAND",,10304.0,2.0,0.0,2.0,3995.0,3780.0,1965.0,1,B2,0,2023-05-04,"40.6069433,-74.0871744"
1760,68413,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3035,17,,B9,"155 POUCH TERRACE, NYC, STATEN ISLAND",,10305.0,2.0,0.0,2.0,5235.0,1800.0,1980.0,1,B9,750000,2023-06-29,"40.6037851,-74.0762987"
1761,68414,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3035,19,,B2,"159 POUCH TERRACE, NYC, STATEN ISLAND",,10305.0,2.0,0.0,2.0,4068.0,1800.0,1980.0,1,B2,630000,2023-07-27,"40.603793,-74.07633"
1762,68415,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3035,70,,B2,"9 WINDERMERE ROAD, NYC, STATEN ISLAND",,10305.0,2.0,0.0,2.0,4240.0,2224.0,1975.0,1,B2,0,2023-08-17,"40.6032234,-74.075335"
1763,68416,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3040,83,,B1,"71 RODERICK AVENUE, NYC, STATEN ISLAND",,10305.0,2.0,0.0,2.0,4000.0,1700.0,1950.0,1,B1,0,2023-07-31,"40.6012614,-74.073224"
1764,68417,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3040,91,,B2,"735 HYLAN BOULEVARD, NYC, STATEN ISLAND",,10305.0,2.0,0.0,2.0,7319.0,2480.0,1970.0,1,B2,1150000,2023-06-23,"40.60186789999999,-74.0734075"
1765,68418,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3040,109,,B2,"775 HYLAN BOULEVARD, NYC, STATEN ISLAND",,10305.0,2.0,0.0,2.0,4400.0,2288.0,1970.0,1,B2,0,2022-12-16,"40.601158,-74.07276499999999"
1766,68419,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3154,6,,B2,"479 ODER AVENUE, NYC, STATEN ISLAND",,10304.0,2.0,0.0,2.0,5500.0,2184.0,1955.0,1,B2,0,2022-12-13,"40.6058217,-74.08992769999999"
1767,68420,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3154,62,,B2,"576 BRITTON AVENUE, NYC, STATEN ISLAND",,10304.0,2.0,0.0,2.0,4000.0,2096.0,1960.0,1,B2,765000,2022-12-08,"40.6059889,-74.08920119999999"
1768,68421,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3159,26,,B2,"869 ELBE AVENUE, NYC, STATEN ISLAND",,10304.0,2.0,0.0,2.0,5000.0,1800.0,1960.0,1,B2,570000,2023-07-21,"40.6046463,-74.0854307"
1769,68422,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3159,32,,B2,"2010 CLOVE ROAD, NYC, STATEN ISLAND",,10304.0,2.0,0.0,2.0,5000.0,1480.0,1901.0,1,B2,650000,2022-12-22,"40.6050075,-74.0852471"
1770,68423,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3159,41,,B2,"2028 CLOVE ROAD, NYC, STATEN ISLAND",,10304.0,2.0,0.0,2.0,5000.0,1920.0,1901.0,1,B2,0,2023-09-06,"40.6046574,-74.0848915"
1771,68424,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3167,16,,B3,"858 RICHMOND ROAD, NYC, STATEN ISLAND",,10304.0,2.0,0.0,2.0,2225.0,1800.0,1920.0,1,B3,0,2023-03-06,"40.6061078,-74.09244"
1772,68425,STATEN ISLAND,GRASMERE,02 TWO FAMILY DWELLINGS,1,3179,12,,B1,"82 VENICE AVENUE, NYC, STATEN ISLAND",,10304.0,2.0,0.0,2.0,4500.0,1890.0,1965.0,1,B1,125000,2023-05-03,"40.60229349999999,-74.0923597"
1773,68426,STATEN ISLAND,GRASMERE,03 THREE FAMILY DWELLINGS,1,2911,8,,C0,"514 NARROWS ROAD SOUTH, NYC, STATEN ISLAND",,10304.0,3.0,0.0,3.0,3975.0,1890.0,1960.0,1,C0,675000,2023-05-04,"40.606963,-74.087255"
1774,68427,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1006,,R3,"663 BRITTON AVENUE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1980.0,1,R3,0,2023-05-12,"40.6035478,-74.0894653"
1775,68428,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1012,,R3,"201 STONEGATE DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1980.0,1,R3,580000,2023-08-28,"40.60356000000001,-74.0888353"
1776,68429,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1018,,R3,"189 STONEGATE DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1980.0,1,R3,665000,2023-06-20,"40.6035481,-74.08845149999999"
1777,68430,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1022,,R3,"14 ALAN LOOP, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1980.0,1,R3,0,2023-05-03,"40.6035897,-74.088087"
1778,68431,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1027,,R3,"24 ALAN LOOP, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1980.0,1,R3,0,2022-12-02,"40.60380749999999,-74.0881039"
1779,68432,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1045,,R3,"87 ALAN LOOP, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1980.0,1,R3,0,2023-05-11,"40.6038778,-74.08819679999999"
1780,68433,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1068,,R3,"25 ALAN LOOP, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1980.0,1,R3,0,2023-06-05,"40.6038778,-74.08819679999999"
1781,68434,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1084,,R3,"132 GATEWAY DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1980.0,1,R3,0,2023-05-23,"40.6038778,-74.08819679999999"
1782,68435,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1089,,R3,"142 GATEWAY DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1980.0,1,R3,650000,2023-06-09,"40.6035268,-74.08711459999999"
1783,68436,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1098,,R3,"180 STONEGATE DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1982.0,1,R3,707000,2023-07-05,"40.6032436,-74.08820109999999"
1784,68437,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1182,,R3,"43 GATEWAY DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1985.0,1,R3,510000,2023-07-27,"40.6016521,-74.0880119"
1785,68438,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1183,,R3,"45 GATEWAY DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1982.0,1,R3,550000,2022-12-08,"40.6016263,-74.087966"
1786,68439,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1201,,R3,"139 STONEGATE DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1985.0,1,R3,626888,2023-04-24,"40.6029728,-74.08715149999999"
1787,68440,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1233,,R3,"83 STONEGATE DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1985.0,1,R3,0,2023-06-22,"40.60249,-74.087468"
1788,68441,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1248,,R3,"37 STONEGATE DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1986.0,1,R3,0,2023-05-05,"40.6019863,-74.0866985"
1789,68442,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1273,,R3,"953 WEST FINGERBOARD RD, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1986.0,1,R3,620000,2023-06-20,"40.601417,-74.0875341"
1790,68443,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1274,,R3,"955 WEST FINGERBOARD RD, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1986.0,1,R3,515000,2023-04-20,"40.6014311,-74.08757539999999"
1791,68444,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1277,,R3,"961 WEST FINGERBOARD RD, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1986.0,1,R3,535000,2023-09-06,"40.6014198,-74.0877366"
1792,68445,STATEN ISLAND,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1305,,R3,"50 STONEGATE DRIVE, NYC, STATEN ISLAND",,10304.0,1.0,,1.0,,,1986.0,1,R3,665000,2023-02-15,"40.6020725,-74.087114"
1793,68448,STATEN ISLAND,GRASMERE,05 TAX CLASS 1 VACANT LAND,1B,3229,47,,V0,"174 RADCLIFF ROAD, NYC, STATEN ISLAND",,10305.0,0.0,0.0,0.0,6600.0,0.0,,1,V0,0,2023-09-05,"40.5997312,-74.0778819"
1794,68449,STATEN ISLAND,GRASMERE,21 OFFICE BUILDINGS,4,3152,70,,O8,"896 TARGEE STREET, NYC, STATEN ISLAND",,10304.0,1.0,4.0,5.0,4800.0,4789.0,1997.0,4,O8,980000,2023-07-06,"40.60655089999999,-74.0909831"
1795,68450,STATEN ISLAND,GRASMERE,22 STORE BUILDINGS,4,3181,10,,K4,"1090 RICHMOND ROAD, NYC, STATEN ISLAND",,10304.0,1.0,4.0,5.0,6100.0,3300.0,1935.0,4,K4,1300000,2023-08-14,"40.6002612,-74.0919467"
1796,68451,STATEN ISLAND,GRASMERE,22 STORE BUILDINGS,4,3181,22,,K1,"1060 RICHMOND ROAD, NYC, STATEN ISLAND",,10304.0,0.0,3.0,3.0,11314.0,4000.0,1977.0,4,K1,2950000,2023-08-16,"40.6009097,-74.0922909"
1797,68452,STATEN ISLAND,GRASMERE,22 STORE BUILDINGS,4,3229,68,,K1,"1097 HYLAN BOULEVARD, NYC, STATEN ISLAND",,10305.0,0.0,1.0,1.0,2000.0,1000.0,1986.0,4,K1,2250000,2023-03-29,"40.598783,-74.07909719999999"
1798,68453,STATEN ISLAND,GRASMERE,22 STORE BUILDINGS,4,3229,69,,K1,"1095 HYLAN BOULEVARD, NYC, STATEN ISLAND",,10305.0,0.0,1.0,1.0,2000.0,1000.0,1986.0,4,K1,2250000,2023-03-29,"40.5987889,-74.079171"
1799,68454,STATEN ISLAND,GRASMERE,22 STORE BUILDINGS,4,3229,70,,K1,"1099 HYLAN BOULEVARD, NYC, STATEN ISLAND",,10305.0,0.0,1.0,1.0,2000.0,1000.0,1986.0,4,K1,2250000,2023-03-29,"40.5987907,-74.07917309999999"
1800,68455,STATEN ISLAND,GRASMERE,22 STORE BUILDINGS,4,3229,71,,K1,"1101 HYLAN BOULEVARD, NYC, STATEN ISLAND",,10305.0,0.0,1.0,1.0,2000.0,1000.0,1986.0,4,K1,2250000,2023-03-29,"40.5988072,-74.0792535"
1801,68456,STATEN ISLAND,GRASMERE,43 CONDO OFFICE BUILDINGS,4,3151,1002,,RB,"1800 CLOVE ROAD, NYC, STATEN ISLAND",2,10304.0,,1.0,1.0,,,1965.0,4,RB,0,2023-04-30,"40.6081119,-74.09052419999999"
1802,68457,STATEN ISLAND,GRASMERE,43 CONDO OFFICE BUILDINGS,4,3151,1003,,RB,"1800 CLOVE ROAD, NYC, STATEN ISLAND",3,10304.0,,1.0,1.0,,,1965.0,4,RB,0,2023-04-30,"40.6081119,-74.09052419999999"
1803,68458,STATEN ISLAND,GRASMERE,43 CONDO OFFICE BUILDINGS,4,3151,1005,,RB,"1800 CLOVE ROAD, NYC, STATEN ISLAND",5,10304.0,,1.0,1.0,,,1965.0,4,RB,0,2023-04-30,"40.6081119,-74.09052419999999"
1804,68459,STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4447,27,,A5,"23B FRANKLIN LANE, NYC, STATEN ISLAND",,10306.0,1.0,0.0,1.0,960.0,1152.0,1986.0,1,A5,310000,2023-01-13,"40.5701359,-74.15057949999999"
1805,68460,STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4447,52,,A5,"28 FRANKLIN LANE, NYC, STATEN ISLAND",,10306.0,1.0,0.0,1.0,1680.0,1320.0,1986.0,1,A5,472500,2023-10-27,"40.5701078,-74.1515797"
1806,68461,STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4447,77,,A5,"12G FRANKLIN LANE, NYC, STATEN ISLAND",,10306.0,1.0,0.0,1.0,1443.0,1320.0,1986.0,1,A5,535000,2023-05-16,"40.5693339,-74.1517597"
1807,68462,STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4447,95,,A5,"8B FRANKLIN LANE, NYC, STATEN ISLAND",,10306.0,1.0,0.0,1.0,936.0,1152.0,1986.0,1,A5,415000,2023-09-26,"40.56902789999999,-74.15072479999999"
1808,68463,STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4466,14,,A5,"44 KNIGHT LOOP, NYC, STATEN ISLAND",,10306.0,1.0,0.0,1.0,3100.0,1410.0,2003.0,1,A5,0,2023-08-09,"40.5682992,-74.14978080000002"
1809,68464,STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4471,3,,A5,"64 BOYCE AVENUE, NYC, STATEN ISLAND",,10306.0,1.0,0.0,1.0,2525.0,2288.0,1987.0,1,A5,836000,2023-08-11,"40.5659661,-74.1384958"
1810,68465,STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4473,14,,A5,"104 COTTER AVENUE, NYC, STATEN ISLAND",,10306.0,1.0,0.0,1.0,2400.0,1611.0,1985.0,1,A5,705000,2023-03-10,"40.565548,-74.14003"
1811,68466,STATEN ISLAND,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4473,22,,A5,"90 COTTER AVENUE, NYC, STATEN ISLAND",,10306.0,1.0,0.0,1.0,2400.0,1611.0,1985.0,1,A5,0,2023-04-19,"40.5658366,-74.1396932"
