,Unnamed: 0,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,TEMP_CORD
0,66590,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5391,40,,A1,"551 OAKDALE STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,10000.0,3904.0,1980.0,1,A1,0,2023-08-02,"40.5389789,-74.1687227"
1,66591,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5396,41,,A1,"21 TALLMAN STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,9968.0,3940.0,1990.0,1,A1,1275000,2023-03-17,"40.5364043,-74.16748079999999"
2,66592,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5398,20,,A1,"1468 ARDEN AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5000.0,2200.0,1940.0,1,A1,1050000,2023-06-06,"40.5354529,-74.166124"
3,66593,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5401,42,,A2,"265 HAROLD AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8190.0,2100.0,1980.0,1,A2,385000,2023-02-16,"40.5331961,-74.1657642"
4,66594,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5402,17,,A2,"6 WEAVER STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,10500.0,2278.0,1980.0,1,A2,0,2022-12-27,"40.5332067,-74.16459449999999"
5,66595,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5403,4,,A2,"260 SHIRLEY AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,7500.0,1600.0,1970.0,1,A2,0,2023-07-18,"40.5323109,-74.1649005"
6,66596,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5404,35,,A2,"95 LENZIE STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,7500.0,1328.0,1930.0,1,A2,743000,2023-07-10,"40.5315483,-74.1639376"
7,66597,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5406,21,,A1,"1660 ARDEN AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5000.0,1680.0,1960.0,1,A1,640000,2023-04-10,"40.5307962,-74.1626934"
8,66598,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5425,29,,A1,"1740 ARDEN AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4250.0,1052.0,1925.0,1,A1,440000,2023-06-20,"40.52891049999999,-74.1612209"
9,66599,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5425,42,,A1,"27 SANDGAP STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5000.0,1950.0,1910.0,1,A1,840000,2023-05-01,"40.5284547,-74.162003"
10,66600,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,5426,16,,A6,"14 SANDGAP STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,2500.0,612.0,1915.0,1,A6,250000,2022-12-21,"40.5283732,-74.16138049999999"
11,66601,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,109,,A5,"56 MAY PLACE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,2475.0,2395.0,1986.0,1,A5,730000,2023-09-11,"40.54023189999999,-74.1718495"
12,66602,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,115,,A5,"44 MAY PLACE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,2475.0,2495.0,1986.0,1,A5,750000,2023-06-07,"40.5400085,-74.1717156"
13,66603,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,34,,A5,"100 SEGUINE PLACE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,1550.0,1521.0,1986.0,1,A5,15000,2023-02-13,"40.540981,-74.173326"
14,66604,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,32,,A5,"18 LUCY LOOP, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,2320.0,1500.0,2000.0,1,A5,0,2023-04-12,"40.5419802,-74.17389419999999"
15,66605,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6214,33,,A5,"48 EAGAN AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,2400.0,1368.0,2000.0,1,A5,630000,2022-12-27,"40.5398374,-74.1736076"
16,66606,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6214,52,,A2,"86 EAGAN AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,10000.0,1056.0,1955.0,1,A2,0,2022-12-20,"40.5389012,-74.1730113"
17,66607,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,16,,A5,"94 LORRAIN AVE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,1650.0,1700.0,2004.0,1,A5,300000,2023-07-14,"40.541476,-74.174618"
18,66608,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,30,,A5,"18 LORRAINE AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,16541.0,1344.0,2002.0,1,A5,700000,2023-03-07,"40.5425531,-74.1765456"
19,66609,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,38,,A5,"45 LORRAINE AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,2400.0,1500.0,2004.0,1,A5,670000,2023-03-27,"40.5424358,-74.1755684"
20,66610,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,59,,A1,"920 CARLTON BOULEVARD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1272.0,1930.0,1,A1,720000,2023-01-05,"40.5444847,-74.1780107"
21,66611,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6228,25,,A0,"158 EDGEGROVE AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,938.0,1950.0,1,A0,0,2023-04-12,"40.5446901,-74.1794784"
22,66612,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6228,27,,A1,"154 EDGEGROVE AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8000.0,1915.0,1935.0,1,A1,0,2023-04-12,"40.5447936,-74.1793867"
23,66613,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6228,61,,A2,"147 DETROIT AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8000.0,840.0,1920.0,1,A2,0,2023-04-12,"40.5447617,-74.17888219999999"
24,66614,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6230,33,,A2,"634 DRUMGOOLE ROAD EAST, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8000.0,1056.0,1930.0,1,A2,450000,2023-06-28,"40.54593149999999,-74.1806971"
25,66615,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6230,35,,A1,"630 DRUMGOOLE ROAD EAST, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8000.0,2460.0,1960.0,1,A1,0,2023-10-11,"40.54594220000001,-74.1806709"
26,66616,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6235,50,,A1,"185 SHELDON AVE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6000.0,2024.0,1960.0,1,A1,0,2023-08-02,"40.548058,-74.1838815"
27,66617,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,7,,A1,"419 JEFFERSON BOULEVARD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,10000.0,3056.0,1960.0,1,A1,0,2023-09-12,"40.5475319,-74.1870461"
28,66618,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6237,31,,A2,"194 VINELAND AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1952.0,1970.0,1,A2,680000,2022-12-19,"40.548508,-74.18626640000001"
29,66619,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6239,47,,A2,"630 WOODROW ROAD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5760.0,2744.0,1980.0,1,A2,850000,2023-06-12,"40.5498503,-74.1875506"
30,66620,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6239,67,,A3,"225 CROWN AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,9600.0,3698.0,1980.0,1,A3,1185000,2023-10-24,"40.549185,-74.18750469999999"
31,66621,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6240,46,,A1,"4901 AMBOY ROAD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4250.0,1628.0,1924.0,1,A1,820000,2023-10-05,"40.5379762,-74.1744332"
32,66622,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6243,55,,A1,"57 MOSELY AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5500.0,1028.0,1920.0,1,A1,500000,2022-12-16,"40.5393833,-74.1759009"
33,66623,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6243,58,,A1,"49 MOSELY AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5500.0,1592.0,1920.0,1,A1,0,2023-07-25,"40.5393315,-74.1760844"
34,66624,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1B,6245,6,,V0,"4983 AMBOY ROAD, NYC, STATEN ISLAND",,10312.0,0.0,0.0,0.0,8700.0,0.0,1960.0,1,A2,500000,2023-08-03,"40.5367081,-74.1767265"
35,66625,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,15,,A2,"5001 AMBOY ROAD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8360.0,988.0,1960.0,1,A2,679000,2023-06-02,"40.5364007,-74.17734899999999"
36,66626,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,145,,A1,"22 HILLIS STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4905.0,2739.0,1960.0,1,A1,850000,2022-12-09,"40.5380767,-74.1776948"
37,66627,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6247,37,,A1,"1033 ANNADALE ROAD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4470.0,1578.0,1925.0,1,A1,0,2023-01-26,"40.5366087,-74.1797889"
38,66628,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,207,,A1,"1014 ANNADALE ROAD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,33530.0,2324.0,1955.0,1,A1,2525000,2023-02-09,"40.5373148,-74.1799065"
39,66629,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,257,,A2,"152 NORTH PINE TERRACE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1584.0,1965.0,1,A2,575000,2023-04-03,"40.5392608,-74.17993469999999"
40,66630,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,416,,A2,"918 ANNADALE ROAD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4715.0,1575.0,1965.0,1,A2,0,2023-03-01,"40.5393187,-74.17770329999999"
41,66631,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,431,,A1,"884 ANNADALE ROAD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,13367.0,1800.0,1930.0,1,A1,0,2023-05-19,"40.5400344,-74.1775062"
42,66632,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,434,,A2,"882 ANNADALE ROAD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,12969.0,952.0,1945.0,1,A2,0,2023-05-19,"40.5402795,-74.1778731"
43,66633,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,75,,A5,"97 BENNETT AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,3135.0,1344.0,1970.0,1,A5,590000,2023-03-01,"40.5376199,-74.181467"
44,66634,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,80,,A5,"109 BENNETT AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,3283.0,1344.0,1970.0,1,A5,0,2023-09-11,"40.5374972,-74.1815695"
45,66635,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,90,,A1,"14 DOWNES AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8000.0,2250.0,1985.0,1,A1,1080000,2023-06-09,"40.53911770000001,-74.18058169999999"
46,66636,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6252,12,,A2,"32 BUFFINGTON AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8400.0,1897.0,1974.0,1,A2,800000,2022-12-20,"40.5382663,-74.1825973"
47,66637,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6254,104,,A1,"89 SOUTH RAILROAD ST, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6160.0,1200.0,1985.0,1,A1,635000,2023-08-08,"40.5397265,-74.1804989"
48,66638,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6258,1,,A1,"80 JEFFERSON BOULEVARD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5820.0,1200.0,1935.0,1,A1,768000,2023-10-31,"40.5425394,-74.1790656"
49,66639,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6258,7,,A1,"70 JEFFERSON BOULEVARD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6000.0,1868.0,1955.0,1,A1,0,2023-11-02,"40.5422876,-74.1789281"
50,66640,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6258,10,,A1,"68 JEFFERSON BOULEVARD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,7200.0,1498.0,1925.0,1,A1,745000,2023-05-02,"40.54219090000001,-74.17879049999999"
51,66641,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6259,12,,A3,"246 DETROIT AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8000.0,2389.0,2014.0,1,A3,1050240,2023-04-27,"40.5423057,-74.1804416"
52,66642,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6259,40,,A2,"100 JEFFERSON BOULEVARD, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1300.0,1955.0,1,A2,0,2023-08-04,"40.5428557,-74.1793867"
53,66643,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6260,30,,A2,"210 EDGEGROVE AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6000.0,836.0,1940.0,1,A2,725000,2023-06-06,"40.5435136,-74.1804875"
54,66644,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6260,68,,A1,"259 DETROIT AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,3005.0,1990.0,1,A1,996000,2023-09-26,"40.54224689999999,-74.18112959999999"
55,66645,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6261,19,,A0,"230 IONIA AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8000.0,1600.0,1960.0,1,A0,760000,2022-12-09,"40.5433769,-74.1817258"
56,66646,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,48,,A1,"275 SHELDON AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,3720.0,1728.0,2000.0,1,A1,820000,2023-02-08,"40.5459893,-74.185716"
57,66647,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,57,,A1,"205 SINCLAIR AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1888.0,1955.0,1,A1,0,2023-01-11,"40.54592359999999,-74.1869085"
58,66648,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,66,,A2,"223 SINCLAIR AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4200.0,1864.0,1965.0,1,A2,0,2023-02-27,"40.5455778,-74.18722559999999"
59,66649,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,21,,A3,"278 VINELAND AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6500.0,2800.0,2004.0,1,A3,950000,2023-05-10,"40.5466397,-74.1878716"
60,66650,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6279,10,,A2,"203 SOUTH RAILROAD STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4380.0,2230.0,1985.0,1,A2,0,2023-10-03,"40.5385061,-74.1842958"
61,66651,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,43,,A1,"393 EDGEGROVE AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6000.0,2854.0,1975.0,1,A1,10,2023-03-23,"40.5400525,-74.1849266"
62,66652,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,61,,A3,"431 EDGEGROVE AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,3700.0,2497.0,1986.0,1,A3,840000,2023-04-25,"40.5396842,-74.1860829"
63,66653,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6283,31,,A1,"337 IONIA AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5700.0,2420.0,1985.0,1,A1,0,2023-09-20,"40.5412448,-74.1842025"
64,66654,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6286,15,,A1,"393 LAMONT AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8300.0,2920.0,1975.0,1,A1,950000,2023-09-20,"40.5410476,-74.1867915"
65,66655,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6296,74,,A2,"307 DELMAR AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1968.0,1970.0,1,A2,0,2023-05-22,"40.5392102,-74.1892949"
66,66656,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6297,63,,A2,"495 IONIA AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1968.0,1970.0,1,A2,735000,2023-08-23,"40.539618,-74.18919559999999"
67,66657,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,19,,A2,"84 RAMONA AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1932.0,1975.0,1,A2,750000,2022-12-19,"40.5409029,-74.188422"
68,66658,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,34,,A2,"194 HEENAN AVE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1932.0,1975.0,1,A2,750000,2022-12-07,"40.5408409,-74.1876475"
69,66659,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,34,,A2,"194 HEENAN AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1932.0,1975.0,1,A2,0,2023-03-07,"40.5408409,-74.1876475"
70,66660,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,70,,A2,"267 DELMAR AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5000.0,2220.0,1976.0,1,A2,799000,2023-02-09,"40.5402951,-74.1897937"
71,66661,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6299,25,,A2,"388 RATHBUN AVE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1968.0,1969.0,1,A2,875000,2023-04-27,"40.5416653,-74.1883302"
72,66662,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6299,25,,A2,"388 RATHBUN AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1968.0,1969.0,1,A2,555000,2022-12-14,"40.5416653,-74.1883302"
73,66663,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6300,19,,A3,"440 RENSSELAER AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,13000.0,2957.0,1970.0,1,A3,950000,2023-05-09,"40.5422806,-74.1890334"
74,66664,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6300,66,,A3,"221 DELMAR AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6000.0,1932.0,1970.0,1,A3,0,2023-06-01,"40.5414987,-74.190371"
75,66665,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,5,,A2,"192 ALBEE AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,8000.0,1568.0,1970.0,1,A2,918000,2023-08-22,"40.5378275,-74.183337"
76,66666,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,63,,A2,"78 BUFFINGTON AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1125.0,1965.0,1,A2,639000,2023-07-07,"40.5377749,-74.1842939"
77,66667,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6357,33,,A1,"12 BENNETT PLACE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,12000.0,8232.0,1988.0,1,A1,1350000,2022-12-12,"40.5297335,-74.1653972"
78,66668,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6357,40,,A1,"24 BENNETT PLACE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,12000.0,5928.0,1985.0,1,A1,1575000,2023-02-08,"40.5295252,-74.1652726"
79,66669,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6360,35,,A1,"6 RYAN PLACE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6000.0,2065.0,1984.0,1,A1,1190000,2023-07-26,"40.5288271,-74.1677824"
80,66670,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,25,,A1,"211 KINGHORN STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,7000.0,2240.0,1983.0,1,A1,763688,2023-07-13,"40.5304626,-74.1647709"
81,66671,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,79,,A1,"170 LENZIE STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,5570.0,3700.0,2003.0,1,A1,0,2022-12-19,"40.5306116,-74.1661311"
82,66672,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,12,,A3,"39 TYNDALE STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,9000.0,3960.0,1990.0,1,A3,0,2023-02-14,"40.5297311,-74.1684246"
83,66673,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,84,,A1,"23 TYNDALE STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,11000.0,3600.0,1996.0,1,A1,1129239,2023-09-13,"40.5298348,-74.1680576"
84,66674,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,13,,A1,"84 WEAVER STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,2296.0,1970.0,1,A1,910000,2023-11-03,"40.5322131,-74.16704849999999"
85,66675,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,19,,A2,"70 WEAVER STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,715.0,1935.0,1,A2,0,2023-08-11,"40.5323555,-74.16668159999999"
86,66676,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,42,,A1,"295 SHIRLEY AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,2524.0,1975.0,1,A1,0,2023-07-05,"40.5322397,-74.1661311"
87,66677,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,48,,A1,"307 SHIRLEY AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,4000.0,1744.0,1975.0,1,A1,0,2023-06-01,"40.5321037,-74.166544"
88,66678,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,21,,A1,"64 JANSEN STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6000.0,1820.0,1975.0,1,A1,0,2023-03-30,"40.533079,-74.166865"
89,66679,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,28,,A1,"50 JANSEN STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,10400.0,2334.0,1975.0,1,A1,0,2023-08-18,"40.5332149,-74.1664522"
90,66680,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,5,,A1,"463 BARCLAY AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6000.0,2500.0,1970.0,1,A1,0,2023-03-08,"40.5316164,-74.1699841"
91,66681,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,38,,A1,"106 JANSEN STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6300.0,2474.0,1970.0,1,A1,850000,2023-06-21,"40.5325288,-74.1681952"
92,66682,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,44,,A1,"260 HOLDRIDGE AVENUE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,7760.0,2343.0,1970.0,1,A1,0,2023-01-06,"40.5322641,-74.1679659"
93,66683,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,57,,A3,"131 WEAVER STREET, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,10100.0,2240.0,1970.0,1,A3,0,2023-05-10,"40.5319145,-74.1687915"
94,66684,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,146,,A5,"30 WINSLOW PLACE, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,3442.0,2058.0,2015.0,1,A5,0,2023-10-25,"40.5376958,-74.1718073"
95,66685,STATEN ISLAND,ANNADALE,01 ONE FAMILY DWELLINGS,1,6377,18,,A1,"138 EYLANDT ST, NYC, STATEN ISLAND",,10312.0,1.0,0.0,1.0,6000.0,3040.0,1987.0,1,A1,1160000,2023-06-05,"40.5338707,-74.1705803"
