id,price,minimum_nights,rent
10087,50,30,10087
10088,56,30,10088
10089,98,30,10089
10090,210,30,10090
10091,61,30,10091
10092,69,30,10092
10093,130,30,10093
10094,50,30,10094
10095,133,30,10095
10096,111,30,10096
10097,130,30,10097
10098,61,30,10098
10099,180,30,10099
10100,36,30,10100
10101,195,30,10101
10102,100,30,10102
10103,57,30,10103
10104,121,30,10104
10105,41,30,10105
10106,110,30,10106
10107,183,30,10107
10108,42,30,10108
10109,250,30,10109
10110,132,60,10110
10111,139,30,10111
10112,140,30,10112
10113,55,30,10113
10114,200,30,10114
10115,65,30,10115
10116,180,30,10116
10117,45,30,10117
10118,151,30,10118
10119,67,30,10119
10120,186,30,10120
10121,60,31,10121
10122,55,30,10122
10123,45,30,10123
10124,60,30,10124
10125,125,31,10125
10126,53,30,10126
10127,60,30,10127
10128,47,30,10128
10129,57,30,10129
10130,154,30,10130
10131,90,30,10131
10132,60,30,10132
10133,207,30,10133
10134,107,30,10134
10135,65,30,10135
10136,140,7,10136
10137,60,30,10137
10138,149,30,10138
10139,224,30,10139
10140,67,30,10140
10141,90,30,10141
10142,71,30,10142
10143,40,30,10143
10144,90,30,10144
10145,85,30,10145
10146,85,30,10146
10147,166,30,10147
10148,76,30,10148
10149,125,30,10149
10150,40,30,10150
10151,125,30,10151
10152,250,30,10152
10153,65,30,10153
10154,85,30,10154
10155,149,30,10155
10156,80,30,10156
10157,70,30,10157
10158,170,30,10158
10159,56,30,10159
10160,114,30,10160
10161,135,30,10161
10162,34,30,10162
10163,112,30,10163
10164,35,30,10164
10165,75,30,10165
10166,130,30,10166
10167,199,30,10167
10168,188,30,10168
10169,60,30,10169
10170,109,30,10170
10171,180,30,10171
10172,190,30,10172
10173,147,30,10173
10174,268,30,10174
10175,190,30,10175
10176,49,30,10176
10177,200,30,10177
10178,300,30,10178
10179,101,30,10179
10180,180,30,10180
10181,92,30,10181
10182,135,30,10182
10183,50,30,10183
10184,110,30,10184
10185,30,30,10185
10186,180,30,10186
10187,23,30,10187
10188,75,30,10188
10189,336,30,10189
10190,31,30,10190
10191,85,30,10191
10192,32,30,10192
10193,89,30,10193
10194,85,30,10194
10195,50,30,10195
10196,161,30,10196
10197,120,30,10197
10198,99,30,10198
10199,80,30,10199
10200,101,30,10200
10201,70,30,10201
10202,42,30,10202
10203,150,30,10203
10204,47,30,10204
10205,50,30,10205
10206,75,30,10206
10207,159,30,10207
10208,261,31,10208
10209,55,30,10209
10210,140,30,10210
10211,149,30,10211
10212,313,30,10212
10213,110,30,10213
10214,50,30,10214
10215,149,30,10215
10216,90,30,10216
10217,59,30,10217
10218,99,30,10218
10219,196,5,10219
10220,400,30,10220
10221,50,30,10221
10222,100,30,10222
10223,60,30,10223
10224,360,30,10224
10225,60,30,10225
10226,439,30,10226
10227,99,30,10227
10228,30,30,10228
10229,235,30,10229
10230,10,30,10230
10231,300,30,10231
10232,50,30,10232
10233,261,30,10233
10234,600,30,10234
10235,55,30,10235
10236,50,30,10236
10237,65,30,10237
10238,97,30,10238
10239,45,30,10239
10240,106,30,10240
10241,72,30,10241
10242,155,30,10242
10243,190,30,10243
10244,66,30,10244
10245,137,30,10245
10246,69,5,10246
10247,138,30,10247
10248,90,30,10248
10249,65,30,10249
10250,185,30,10250
10251,252,30,10251
10252,150,80,10252
10253,80,30,10253
10254,50,30,10254
10255,650,120,10255
10256,75,30,10256
10257,66,30,10257
10258,65,30,10258
10259,62,30,10259
10260,154,30,10260
10261,100,30,10261
10262,180,30,10262
10263,150,30,10263
10264,239,30,10264
10265,345,30,10265
10266,200,30,10266
10267,150,30,10267
10268,199,30,10268
10269,85,30,10269
10270,85,30,10270
10271,200,30,10271
10272,100,30,10272
10273,140,30,10273
10274,190,180,10274
10275,175,30,10275
10276,88,30,10276
10277,170,30,10277
10278,160,30,10278
10279,105,30,10279
10280,170,30,10280
10281,170,30,10281
10282,110,30,10282
10283,83,30,10283
10284,153,30,10284
10285,45,30,10285
10286,28,30,10286
10287,25,30,10287
10288,40,30,10288
10289,50,30,10289
10290,36,30,10290
10291,97,30,10291
10292,102,30,10292
10293,110,30,10293
10294,50,30,10294
10295,80,30,10295
10296,115,30,10296
10297,190,31,10297
10298,100,30,10298
10299,90,30,10299
10300,55,30,10300
10301,53,30,10301
10302,89,30,10302
10303,210,30,10303
10304,50,30,10304
10305,75,30,10305
10306,397,30,10306
10307,65,30,10307
10308,105,30,10308
10309,60,30,10309
10310,151,30,10310
10311,89,30,10311
10312,50,30,10312
10313,150,30,10313
10314,119,30,10314
10315,80,30,10315
10316,184,30,10316
10317,189,30,10317
10318,175,30,10318
10319,35,30,10319
10320,120,30,10320
10321,228,30,10321
10322,195,30,10322
10323,134,30,10323
10324,115,30,10324
10325,899,30,10325
10326,185,30,10326
10327,78,30,10327
10328,73,30,10328
10329,90,30,10329
10330,40,30,10330
10331,185,30,10331
10332,303,90,10332
10333,230,30,10333
10334,150,30,10334
10335,89,30,10335
10336,70,30,10336
10337,150,30,10337
10338,75,30,10338
10339,113,30,10339
10340,64,30,10340
10341,49,30,10341
10342,175,30,10342
10343,35,30,10343
10344,93,30,10344
10345,235,30,10345
10346,175,30,10346
10347,170,30,10347
10348,50,30,10348
10349,116,30,10349
10350,60,33,10350
10351,250,30,10351
10352,40,30,10352
10353,225,30,10353
10354,88,30,10354
10355,80,30,10355
10356,220,30,10356
10357,450,2,10357
10358,130,30,10358
10359,170,30,10359
10360,140,30,10360
10361,110,30,10361
10362,140,30,10362
10363,250,30,10363
10364,140,30,10364
10365,185,30,10365
10366,299,30,10366
10367,35,30,10367
10368,160,30,10368
10369,117,30,10369
10370,85,30,10370
10371,125,30,10371
10372,300,30,10372
10373,210,30,10373
10374,100,90,10374
10375,58,30,10375
10376,210,30,10376
10377,30,30,10377
10378,153,30,10378
10379,170,30,10379
10380,275,30,10380
10381,115,30,10381
10382,190,30,10382
10383,371,30,10383
10384,80,30,10384
10385,100,30,10385
10386,70,30,10386
10387,170,30,10387
10388,150,30,10388
10389,80,30,10389
10390,170,30,10390
10391,120,31,10391
10392,96,30,10392
10393,180,30,10393
10394,148,30,10394
10395,45,30,10395
10396,116,30,10396
10397,70,30,10397
10398,120,30,10398
10399,131,30,10399
10400,200,30,10400
10401,75,30,10401
10402,100,30,10402
10403,150,30,10403
10404,180,30,10404
10405,100,30,10405
10406,150,30,10406
10407,39,30,10407
10408,180,30,10408
10409,214,30,10409
10410,115,30,10410
10411,114,30,10411
10412,80,30,10412
10413,195,30,10413
10414,225,30,10414
10415,68,30,10415
10416,110,30,10416
10417,130,30,10417
10418,120,30,10418
10419,150,300,10419
10420,799,30,10420
10421,105,30,10421
10422,130,30,10422
10423,51,30,10423
10424,35,30,10424
10425,23,30,10425
10426,125,30,10426
10427,175,30,10427
10428,165,30,10428
10429,65,30,10429
10430,179,30,10430
10431,83,30,10431
10432,200,30,10432
10433,300,30,10433
10434,375,30,10434
10435,180,30,10435
10436,304,30,10436
10437,130,30,10437
10438,100,30,10438
10439,125,30,10439
10440,60,30,10440
10441,125,30,10441
10442,250,30,10442
10443,150,30,10443
10444,157,30,10444
10445,200,30,10445
10446,79,30,10446
10447,250,30,10447
10448,45,30,10448
10449,75,30,10449
10450,119,30,10450
10451,75,30,10451
10452,85,30,10452
10453,55,30,10453
10454,60,30,10454
10455,151,30,10455
10456,50,30,10456
10457,142,30,10457
10458,40,30,10458
10459,57,1,10459
10460,65,30,10460
10461,102,30,10461
10462,75,30,10462
10463,61,30,10463
10464,49,30,10464
10465,400,30,10465
10466,200,30,10466
10467,199,30,10467
10468,62,30,10468
10469,83,30,10469
10470,35,35,10470
10471,85,30,10471
10472,45,30,10472
10473,79,30,10473
10474,60,30,10474
10475,215,30,10475
10476,98,30,10476
10477,40,30,10477
10478,395,30,10478
10479,157,30,10479
10480,120,30,10480
10481,175,90,10481
10482,58,30,10482
10483,40,30,10483
10484,163,30,10484
10485,119,30,10485
10486,170,30,10486
10487,99,30,10487
10488,46,30,10488
10489,104,31,10489
10490,200,30,10490
10491,30,30,10491
10492,228,30,10492
10493,99,30,10493
10494,60,30,10494
10495,120,30,10495
10496,135,30,10496
10497,40,30,10497
10498,20,30,10498
10499,60,30,10499
10500,106,30,10500
10501,128,30,10501
10502,100,30,10502
10503,152,30,10503
10504,165,30,10504
10505,700,30,10505
10506,43,30,10506
10507,43,30,10507
10508,275,30,10508
10509,95,30,10509
10510,200,30,10510
10511,90,30,10511
10512,170,30,10512
10513,150,30,10513
10514,162,30,10514
10515,175,30,10515
10516,45,30,10516
10517,186,30,10517
10518,49,30,10518
10519,30,30,10519
10520,30,30,10520
10521,271,30,10521
10522,314,30,10522
10523,140,30,10523
10524,58,30,10524
10525,116,30,10525
10526,70,30,10526
10527,120,30,10527
10528,71,30,10528
10529,300,30,10529
10530,100,30,10530
10531,80,30,10531
10532,103,30,10532
10533,50,30,10533
10534,124,30,10534
10535,31,30,10535
10536,90,30,10536
10537,150,30,10537
10538,55,30,10538
10539,129,30,10539
10540,259,30,10540
10541,119,6,10541
10542,330,30,10542
10543,50,30,10543
10544,32,30,10544
10545,150,30,10545
10546,70,30,10546
10547,55,30,10547
10548,60,30,10548
10549,65,30,10549
10550,47,30,10550
10551,99,30,10551
10552,60,30,10552
10553,125,30,10553
10554,150,30,10554
10555,60,30,10555
10556,140,30,10556
10557,159,30,10557
10558,60,30,10558
10559,70,30,10559
10560,69,30,10560
10561,102,30,10561
10562,129,30,10562
10563,235,30,10563
10564,222,30,10564
10565,120,30,10565
10566,89,30,10566
10567,59,30,10567
10568,220,30,10568
10569,145,30,10569
10570,129,30,10570
10571,75,30,10571
10572,300,30,10572
10573,46,30,10573
10574,105,30,10574
10575,76,30,10575
10576,119,6,10576
10577,49,30,10577
10578,200,30,10578
10579,150,30,10579
10580,130,30,10580
10581,360,30,10581
10582,100,30,10582
10583,39,30,10583
10584,70,30,10584
10585,72,30,10585
10586,150,30,10586
10587,99,30,10587
10588,24,30,10588
10589,457,30,10589
10590,50,30,10590
10591,70,45,10591
10592,120,30,10592
10593,185,30,10593
10594,70,30,10594
10595,130,30,10595
10596,110,30,10596
10597,76,30,10597
10598,21,30,10598
10599,150,30,10599
10600,36,30,10600
10601,69,30,10601
10602,40,30,10602
10603,46,30,10603
10604,1200,30,10604
10605,117,30,10605
10606,92,30,10606
10607,150,30,10607
10608,70,30,10608
10609,248,30,10609
10610,185,30,10610
10611,225,30,10611
10612,180,30,10612
10613,75,30,10613
10614,40,30,10614
10615,80,30,10615
10616,495,30,10616
10617,125,30,10617
10618,70,30,10618
10619,120,90,10619
10620,80,30,10620
10621,175,30,10621
10622,66,2,10622
10623,90,30,10623
10624,110,30,10624
10625,200,30,10625
10626,27,30,10626
10627,148,30,10627
10628,100,30,10628
10629,90,30,10629
10630,80,30,10630
10631,65,30,10631
10632,55,30,10632
10633,185,30,10633
10634,35,30,10634
10635,300,30,10635
10636,92,30,10636
10637,165,30,10637
10638,35,30,10638
10639,45,30,10639
10640,187,30,10640
10641,170,52,10641
10642,225,30,10642
10643,106,30,10643
10644,78,30,10644
10645,200,30,10645
10646,88,30,10646
10647,95,30,10647
10648,63,30,10648
10649,2200,30,10649
10650,150,30,10650
10651,420,30,10651
10652,99,30,10652
10653,220,30,10653
10654,172,30,10654
10655,93,30,10655
10656,699,5,10656
10657,98,30,10657
10658,105,30,10658
10659,54,30,10659
10660,139,30,10660
10661,407,30,10661
10662,150,30,10662
10663,399,30,10663
10664,182,60,10664
10665,65,30,10665
10666,259,30,10666
10667,58,30,10667
10668,85,30,10668
10669,200,1,10669
10670,149,30,10670
10671,40,30,10671
10672,170,30,10672
10673,81,2,10673
10674,60,30,10674
10675,50,30,10675
10676,96,30,10676
10677,314,30,10677
10678,325,30,10678
10679,43,30,10679
10680,60,30,10680
10681,95,30,10681
10682,129,30,10682
10683,170,30,10683
10684,416,30,10684
10685,60,30,10685
10686,180,30,10686
10687,621,30,10687
10688,65,30,10688
10689,55,30,10689
10690,60,30,10690
10691,139,30,10691
10692,110,31,10692
10693,180,30,10693
10694,160,30,10694
10695,73,30,10695
10696,125,30,10696
10697,107,30,10697
10698,40,30,10698
10699,100,30,10699
10700,229,30,10700
10701,50,30,10701
10702,280,30,10702
10703,190,30,10703
10704,112,1,10704
10705,125,30,10705
10706,40,30,10706
10707,40,30,10707
10708,37,30,10708
10709,80,30,10709
10710,91,30,10710
10711,50,30,10711
10712,200,30,10712
10713,200,30,10713
10714,93,30,10714
10715,130,30,10715
10716,150,30,10716
10717,40,30,10717
10718,175,30,10718
10719,412,30,10719
10720,70,30,10720
10721,105,30,10721
10722,100,30,10722
10723,215,30,10723
10724,199,30,10724
10725,160,30,10725
10726,35,30,10726
10727,48,30,10727
10728,104,30,10728
10729,159,30,10729
10730,125,30,10730
10731,65,30,10731
10732,159,30,10732
10733,70,30,10733
10734,55,30,10734
10735,60,30,10735
10736,130,30,10736
10737,45,30,10737
10738,65,30,10738
10739,35,30,10739
10740,399,31,10740
10741,55,30,10741
10742,45,30,10742
10743,125,30,10743
10744,108,30,10744
10745,65,30,10745
10746,136,30,10746
10747,150,30,10747
10748,135,30,10748
10749,106,30,10749
10750,649,30,10750
10751,185,30,10751
10752,80,30,10752
10753,50,30,10753
10754,50,30,10754
10755,350,30,10755
10756,140,30,10756
10757,130,30,10757
10758,200,30,10758
10759,49,30,10759
10760,36,30,10760
10761,329,30,10761
10762,85,30,10762
10763,90,30,10763
10764,150,30,10764
10765,100,30,10765
10766,120,30,10766
10767,36,90,10767
10768,70,30,10768
10769,70,30,10769
10770,300,30,10770
10771,185,30,10771
10772,65,30,10772
10773,50,30,10773
10774,75,30,10774
10775,80,30,10775
10776,275,30,10776
10777,44,30,10777
10778,59,30,10778
10779,140,30,10779
10780,99,30,10780
10781,200,30,10781
10782,62,30,10782
10783,125,30,10783
10784,1477,30,10784
10785,100,30,10785
10786,175,30,10786
10787,450,108,10787
10788,65,30,10788
10789,120,30,10789
10790,130,30,10790
10791,55,30,10791
10792,70,30,10792
10793,230,30,10793
10794,150,30,10794
10795,64,30,10795
10796,43,30,10796
10797,80,30,10797
10798,75,30,10798
10799,158,30,10799
10800,64,30,10800
10801,65,30,10801
10802,55,30,10802
10803,395,30,10803
10804,850,30,10804
10805,99,30,10805
10806,89,30,10806
10807,50,30,10807
10808,190,30,10808
10809,200,30,10809
10810,190,30,10810
10811,49,30,10811
10812,150,60,10812
10813,39,30,10813
10814,290,30,10814
10815,47,30,10815
10816,290,30,10816
10817,290,30,10817
10818,290,30,10818
10819,150,30,10819
10820,50,30,10820
10821,475,30,10821
10822,120,30,10822
10823,290,30,10823
10824,150,30,10824
10825,50,30,10825
10826,40,30,10826
10827,215,30,10827
10828,290,30,10828
10829,100,30,10829
10830,65,30,10830
10831,218,30,10831
10832,76,30,10832
10833,130,31,10833
10834,49,30,10834
10835,60,30,10835
10836,135,30,10836
10837,195,30,10837
10838,98,30,10838
10839,110,30,10839
10840,400,30,10840
10841,100,30,10841
10842,114,30,10842
10843,100,30,10843
10844,150,30,10844
10845,325,30,10845
10846,250,30,10846
10847,35,30,10847
10848,85,30,10848
10849,599,30,10849
10850,50,30,10850
10851,30,30,10851
10852,55,30,10852
10853,175,30,10853
10854,199,30,10854
10855,265,2,10855
10856,120,30,10856
10857,98,30,10857
10858,45,30,10858
10859,50,30,10859
10860,600,30,10860
10861,75,30,10861
10862,209,30,10862
10863,45,30,10863
10864,45,30,10864
10865,200,30,10865
10866,159,30,10866
10867,108,30,10867
10868,40,30,10868
10869,70,30,10869
10870,118,30,10870
10871,225,30,10871
10872,49,30,10872
10873,80,30,10873
10874,94,30,10874
10875,55,30,10875
10876,115,3,10876
10877,95,30,10877
10878,85,30,10878
10879,108,30,10879
10880,160,30,10880
10881,150,30,10881
10882,85,30,10882
10883,58,30,10883
10884,98,30,10884
10885,74,30,10885
10886,65,7,10886
10887,45,30,10887
10888,50,30,10888
10889,450,30,10889
10890,35,30,10890
10891,150,30,10891
10892,50,30,10892
10893,41,30,10893
10894,275,30,10894
10895,150,30,10895
10896,130,30,10896
10897,50,30,10897
10898,140,30,10898
10899,89,30,10899
10900,130,30,10900
10901,250,30,10901
10902,50,30,10902
10903,135,30,10903
10904,160,30,10904
10905,55,30,10905
10906,90,30,10906
10907,207,30,10907
10908,100,30,10908
10909,485,30,10909
10910,390,30,10910
10911,160,30,10911
10912,170,30,10912
10913,170,30,10913
10914,170,30,10914
10915,65,30,10915
10916,641,30,10916
10917,101,30,10917
10918,81,30,10918
10919,110,30,10919
10920,46,30,10920
10921,35,30,10921
10922,350,30,10922
10923,106,30,10923
10924,190,30,10924
10925,23,60,10925
10926,60,30,10926
10927,48,30,10927
10928,285,30,10928
10929,133,30,10929
10930,69,30,10930
10931,50,30,10931
10932,110,30,10932
10933,550,30,10933
10934,115,30,10934
10935,130,30,10935
10936,300,30,10936
10937,149,30,10937
10938,88,30,10938
10939,250,30,10939
10940,125,30,10940
10941,91,30,10941
10942,55,30,10942
10943,80,30,10943
10944,55,30,10944
10945,150,30,10945
10946,115,30,10946
10947,60,30,10947
10948,35,30,10948
10949,36,30,10949
10950,116,3,10950
10951,79,30,10951
10952,69,30,10952
10953,162,2,10953
10954,43,30,10954
10955,45,30,10955
10956,370,30,10956
10957,85,30,10957
10958,95,30,10958
10959,44,30,10959
10960,29,30,10960
10961,47,30,10961
10962,60,30,10962
10963,295,30,10963
10964,80,30,10964
10965,245,30,10965
10966,95,30,10966
10967,40,30,10967
10968,121,30,10968
10969,88,30,10969
10970,195,30,10970
10971,227,30,10971
10972,300,30,10972
10973,16,30,10973
10974,79,30,10974
10975,214,30,10975
10976,100,30,10976
10977,127,30,10977
10978,150,30,10978
10979,22,30,10979
10980,100,30,10980
10981,65,30,10981
10982,40,30,10982
10983,120,30,10983
10984,33,30,10984
10985,248,30,10985
10986,170,30,10986
10987,277,30,10987
10988,130,30,10988
10989,210,30,10989
10990,99,30,10990
10991,200,30,10991
10992,31,30,10992
10993,290,30,10993
10994,150,30,10994
10995,55,30,10995
10996,100,30,10996
10997,382,30,10997
10998,140,30,10998
10999,40,30,10999
11000,70,30,11000
11001,106,30,11001
11002,299,30,11002
11003,150,30,11003
11004,125,30,11004
11005,175,30,11005
11006,125,30,11006
11007,25,30,11007
11008,48,30,11008
11009,35,30,11009
11010,100,30,11010
11011,50,30,11011
11012,45,30,11012
11013,60,30,11013
11014,159,30,11014
11015,110,30,11015
11016,140,30,11016
11017,120,30,11017
11018,49,30,11018
11019,50,30,11019
11020,147,30,11020
11021,529,30,11021
11022,125,30,11022
11023,66,30,11023
11024,42,30,11024
11025,50,30,11025
11026,280,30,11026
11027,32,30,11027
11028,71,98,11028
11029,63,30,11029
11030,135,30,11030
11031,64,30,11031
11032,22,30,11032
11033,1000,30,11033
11034,135,30,11034
11035,170,30,11035
11036,123,30,11036
11037,65,30,11037
11038,85,60,11038
11039,34,59,11039
11040,110,30,11040
11041,71,30,11041
11042,70,30,11042
11043,112,30,11043
11044,88,30,11044
11045,38,30,11045
11046,159,30,11046
11047,140,30,11047
11048,66,30,11048
11049,79,30,11049
11050,299,30,11050
11051,50,30,11051
11052,140,30,11052
11053,99,30,11053
11054,70,30,11054
11055,38,30,11055
11056,129,30,11056
11057,62,30,11057
11058,199,30,11058
11059,100,30,11059
11060,75,30,11060
11061,60,30,11061
11062,160,30,11062
11063,204,30,11063
11064,125,30,11064
11065,200,30,11065
11066,29,30,11066
11067,50,30,11067
11068,200,30,11068
11069,110,30,11069
11070,45,30,11070
11071,200,30,11071
11072,40,30,11072
11073,35,30,11073
11074,170,30,11074
11075,158,30,11075
11076,150,30,11076
11077,29,30,11077
11078,142,30,11078
11079,100,30,11079
11080,65,30,11080
11081,28,30,11081
11082,80,60,11082
11083,100,30,11083
11084,195,30,11084
11085,103,30,11085
11086,60,30,11086
11087,160,30,11087
11088,120,30,11088
11089,50,32,11089
11090,330,30,11090
11091,174,30,11091
11092,40,30,11092
11093,190,30,11093
11094,60,30,11094
11095,265,30,11095
11096,126,30,11096
11097,50,30,11097
11098,119,30,11098
11099,58,31,11099
11100,300,30,11100
11101,200,30,11101
11102,45,30,11102
11103,125,30,11103
11104,62,31,11104
11105,80,30,11105
11106,70,30,11106
11107,299,30,11107
11108,110,30,11108
11109,200,30,11109
11110,39,30,11110
11111,129,30,11111
11112,55,30,11112
11113,43,31,11113
11114,156,30,11114
11115,250,30,11115
11116,160,30,11116
11117,90,30,11117
11118,80,30,11118
11119,90,30,11119
11120,53,30,11120
11121,27,30,11121
11122,58,30,11122
11123,35,30,11123
11124,225,30,11124
11125,175,30,11125
11126,35,30,11126
11127,50,30,11127
11128,195,30,11128
11129,50,30,11129
11130,450,30,11130
11131,70,30,11131
11132,151,30,11132
11133,60,30,11133
11134,78,30,11134
11135,155,30,11135
11136,125,30,11136
11137,40,30,11137
11138,128,1,11138
11139,100,30,11139
11140,120,30,11140
11141,34,30,11141
11142,57,30,11142
11143,74,30,11143
11144,275,30,11144
11145,120,30,11145
11146,150,30,11146
11147,30,30,11147
11148,800,30,11148
11149,108,41,11149
11150,145,30,11150
11151,10000,30,11151
11152,129,30,11152
11153,100,30,11153
11154,200,30,11154
11155,115,30,11155
11156,89,30,11156
11157,175,30,11157
11158,314,30,11158
11159,71,30,11159
11160,39,30,11160
11161,80,30,11161
11162,68,30,11162
11163,199,30,11163
11164,30,30,11164
11165,48,30,11165
11166,39,30,11166
11167,80,30,11167
11168,48,30,11168
11169,40,30,11169
11170,99,30,11170
11171,139,30,11171
11172,110,7,11172
11173,140,30,11173
11174,80,30,11174
11175,180,30,11175
11176,113,30,11176
11177,45,30,11177
11178,55,30,11178
11179,30,30,11179
11180,59,30,11180
11181,275,30,11181
11182,50,30,11182
11183,150,60,11183
11184,120,30,11184
11185,78,30,11185
11186,45,30,11186
11187,60,30,11187
11188,135,30,11188
11189,130,30,11189
11190,165,30,11190
11191,50,30,11191
11192,86,30,11192
11193,150,30,11193
11194,93,30,11194
11195,74,30,11195
11196,65,30,11196
11197,95,30,11197
11198,85,30,11198
11199,300,30,11199
11200,67,30,11200
11201,25,30,11201
11202,167,30,11202
11203,150,30,11203
11204,175,30,11204
11205,85,30,11205
11206,115,30,11206
11207,75,30,11207
11208,55,30,11208
11209,28,30,11209
11210,68,30,11210
11211,46,30,11211
11212,50,30,11212
11213,67,30,11213
11214,49,30,11214
11215,75,30,11215
11216,133,30,11216
11217,1500,30,11217
11218,227,30,11218
11219,788,30,11219
11220,40,30,11220
11221,55,30,11221
11222,150,30,11222
11223,189,30,11223
11224,69,30,11224
11225,51,30,11225
11226,50,30,11226
11227,118,30,11227
11228,65,30,11228
11229,125,30,11229
11230,305,30,11230
11231,200,30,11231
11232,169,5,11232
11233,110,30,11233
11234,50,30,11234
11235,25,30,11235
11236,73,30,11236
11237,55,30,11237
11238,50,30,11238
11239,50,30,11239
11240,92,30,11240
11241,110,30,11241
11242,3999,30,11242
11243,123,30,11243
11244,225,30,11244
11245,200,30,11245
11246,50,30,11246
11247,240,30,11247
11248,58,30,11248
11249,40,30,11249
11250,800,30,11250
11251,95,30,11251
11252,170,30,11252
11253,41,30,11253
11254,120,60,11254
11255,49,30,11255
11256,250,30,11256
11257,70,30,11257
11258,75,30,11258
11259,199,30,11259
11260,150,30,11260
11261,35,30,11261
11262,75,30,11262
11263,52,90,11263
11264,127,3,11264
11265,92,30,11265
11266,90,60,11266
11267,75,30,11267
11268,200,30,11268
11269,109,30,11269
11270,120,30,11270
11271,72,30,11271
11272,125,30,11272
11273,67,30,11273
11274,200,30,11274
11275,100,30,11275
11276,275,30,11276
11277,250,30,11277
11278,75,30,11278
11279,150,30,11279
11280,245,30,11280
11281,320,30,11281
11282,995,30,11282
11283,116,30,11283
11284,123,30,11284
11285,256,30,11285
11286,110,30,11286
11287,125,30,11287
11288,120,30,11288
11289,35,30,11289
11290,160,60,11290
11291,210,30,11291
11292,180,30,11292
11293,60,133,11293
11294,33,30,11294
11295,50,30,11295
11296,67,30,11296
11297,99,30,11297
11298,75,30,11298
11299,249,30,11299
11300,74,30,11300
11301,75,30,11301
11302,101,30,11302
11303,170,30,11303
11304,95,30,11304
11305,150,30,11305
11306,159,30,11306
11307,80,30,11307
11308,90,30,11308
11309,53,30,11309
11310,65,30,11310
11311,99,30,11311
11312,165,30,11312
11313,50,30,11313
11314,35,30,11314
11315,327,30,11315
11316,165,30,11316
11317,147,2,11317
11318,500,30,11318
11319,240,30,11319
11320,45,30,11320
11321,20,30,11321
11322,55,30,11322
11323,45,30,11323
11324,175,30,11324
11325,165,30,11325
11326,130,30,11326
11327,125,30,11327
11328,85,30,11328
11329,42,30,11329
11330,37,30,11330
11331,50,30,11331
11332,150,30,11332
11333,60,30,11333
11334,141,30,11334
11335,99,30,11335
11336,350,30,11336
11337,131,30,11337
11338,64,30,11338
11339,67,30,11339
11340,68,30,11340
11341,70,30,11341
11342,70,30,11342
11343,75,30,11343
11344,90,30,11344
11345,70,30,11345
11346,83,30,11346
11347,170,30,11347
11348,95,30,11348
11349,89,30,11349
11350,180,30,11350
11351,55,30,11351
11352,218,6,11352
11353,95,30,11353
11354,45,30,11354
11355,289,30,11355
11356,60,30,11356
11357,149,30,11357
11358,160,30,11358
11359,45,30,11359
11360,50,30,11360
11361,60,30,11361
11362,40,30,11362
11363,45,30,11363
11364,70,30,11364
11365,40,30,11365
11366,200,30,11366
11367,150,30,11367
11368,79,30,11368
11369,70,30,11369
11370,178,31,11370
11371,45,30,11371
11372,298,30,11372
11373,120,30,11373
11374,110,30,11374
11375,26,30,11375
11376,100,30,11376
11377,112,30,11377
11378,81,14,11378
11379,56,30,11379
11380,99,30,11380
11381,80,30,11381
11382,66,30,11382
11383,122,60,11383
11384,100,30,11384
11385,199,30,11385
11386,225,30,11386
11387,150,30,11387
11388,84,30,11388
11389,116,30,11389
11390,105,30,11390
11391,55,30,11391
11392,50,30,11392
11393,75,30,11393
11394,111,30,11394
11395,50,30,11395
11396,60,30,11396
11397,138,30,11397
11398,329,30,11398
11399,379,30,11399
11400,285,30,11400
11401,92,30,11401
11402,150,30,11402
11403,130,31,11403
11404,138,30,11404
11405,36,31,11405
11406,45,30,11406
11407,70,30,11407
11408,44,30,11408
11409,90,30,11409
11410,120,30,11410
11411,100,90,11411
11412,1250,30,11412
11413,270,4,11413
11414,42,30,11414
11415,158,30,11415
11416,280,30,11416
11417,25,30,11417
11418,99,30,11418
11419,189,30,11419
11420,250,30,11420
11421,150,30,11421
11422,200,30,11422
11423,209,30,11423
11424,60,30,11424
11425,100,30,11425
11426,283,30,11426
11427,75,30,11427
11428,145,30,11428
11429,45,30,11429
11430,89,30,11430
11431,60,30,11431
11432,314,31,11432
11433,299,30,11433
11434,60,30,11434
11435,45,30,11435
11436,54,30,11436
11437,39,30,11437
11438,75,30,11438
11439,125,30,11439
11440,219,30,11440
11441,85,30,11441
11442,45,30,11442
11443,55,30,11443
11444,150,3,11444
11445,395,40,11445
11446,227,1,11446
11447,150,30,11447
11448,50,30,11448
11449,275,30,11449
11450,93,30,11450
11451,43,31,11451
11452,125,30,11452
11453,61,30,11453
11454,133,30,11454
11455,149,30,11455
11456,275,30,11456
11457,75,30,11457
11458,120,30,11458
11459,150,30,11459
11460,175,30,11460
11461,40,30,11461
11462,100,30,11462
11463,35,30,11463
11464,189,30,11464
11465,185,30,11465
11466,145,30,11466
11467,110,30,11467
11468,40,30,11468
11469,40,30,11469
11470,66,30,11470
11471,99,30,11471
11472,80,30,11472
11473,133,30,11473
11474,69,30,11474
11475,55,30,11475
11476,28,30,11476
11477,220,30,11477
11478,99,30,11478
11479,70,30,11479
11480,66,30,11480
11481,250,30,11481
11482,300,30,11482
11483,55,30,11483
