id,price,minimum_nights,rent
23585,544,1,23585
23586,39,30,23586
23587,570,1,23587
23588,350,30,23588
23589,994,1,23589
23590,199,30,23590
23591,250,30,23591
23592,280,30,23592
23593,315,30,23593
23594,1196,1,23594
23595,160,30,23595
23596,597,1,23596
23597,130,30,23597
23598,494,1,23598
23599,178,30,23599
23600,395,30,23600
23601,97,30,23601
23602,117,30,23602
23603,200,40,23603
23604,66,30,23604
23605,135,30,23605
23606,55,30,23606
23607,76,30,23607
23608,96,3,23608
23609,295,30,23609
23610,80,30,23610
23611,144,3,23611
23612,49,30,23612
23613,99,30,23613
23614,135,30,23614
23615,80,30,23615
23616,950,30,23616
23617,290,30,23617
23618,59,30,23618
23619,304,4,23619
23620,384,30,23620
23621,206,6,23621
23622,140,30,23622
23623,64,30,23623
23624,100,30,23624
23625,197,30,23625
23626,345,1,23626
23627,250,30,23627
23628,65,30,23628
23629,35,30,23629
23630,45,30,23630
23631,100,30,23631
23632,43,90,23632
23633,225,30,23633
23634,34,90,23634
23635,179,30,23635
23636,199,30,23636
23637,200,30,23637
23638,55,30,23638
23639,132,30,23639
23640,42,90,23640
23641,249,30,23641
23642,55,30,23642
23643,300,30,23643
23644,59,30,23644
23645,129,30,23645
23646,126,30,23646
23647,95,2,23647
23648,83,30,23648
23649,145,30,23649
23650,260,30,23650
23651,32,90,23651
23652,175,30,23652
23653,160,30,23653
23654,123,30,23654
23655,110,2,23655
23656,3500,30,23656
23657,420,30,23657
23658,159,30,23658
23659,105,30,23659
23660,119,30,23660
23661,321,30,23661
23662,35,30,23662
23663,129,30,23663
23664,129,30,23664
23665,34,30,23665
23666,119,30,23666
23667,45,30,23667
23668,125,30,23668
23669,160,30,23669
23670,199,30,23670
23671,850,30,23671
23672,41,90,23672
23673,36,90,23673
23674,175,30,23674
23675,35,90,23675
23676,891,1,23676
23677,43,90,23677
23678,66,30,23678
23679,150,30,23679
23680,29,90,23680
23681,137,30,23681
23682,150,30,23682
23683,65,30,23683
23684,196,30,23684
23685,50,30,23685
23686,295,30,23686
23687,229,30,23687
23688,157,30,23688
23689,126,30,23689
23690,212,30,23690
23691,132,1,23691
23692,81,30,23692
23693,380,30,23693
23694,724,7,23694
23695,47,30,23695
23696,50,30,23696
23697,80,30,23697
23698,225,30,23698
23699,130,30,23699
23700,220,30,23700
23701,116,30,23701
23702,83,30,23702
23703,49,30,23703
23704,55,30,23704
23705,72,30,23705
23706,255,1,23706
23707,250,30,23707
23708,285,1,23708
23709,65,30,23709
23710,72,30,23710
23711,104,30,23711
23712,74,30,23712
23713,225,30,23713
23714,83,30,23714
23715,85,30,23715
23716,195,30,23716
23717,420,30,23717
23718,91,30,23718
23719,120,30,23719
23720,91,30,23720
23721,200,30,23721
23722,64,30,23722
23723,169,30,23723
23724,100,30,23724
23725,105,30,23725
23726,190,30,23726
23727,122,30,23727
23728,81,30,23728
23729,85,30,23729
23730,299,30,23730
23731,250,30,23731
23732,86,30,23732
23733,50,30,23733
23734,151,30,23734
23735,250,30,23735
23736,262,1,23736
23737,134,30,23737
23738,300,30,23738
23739,26,90,23739
23740,83,30,23740
23741,188,30,23741
23742,110,30,23742
23743,99,30,23743
23744,188,30,23744
23745,190,30,23745
23746,86,30,23746
23747,60,30,23747
23748,165,30,23748
23749,80,30,23749
23750,219,30,23750
23751,170,30,23751
23752,67,30,23752
23753,75,30,23753
23754,160,30,23754
23755,634,30,23755
23756,160,30,23756
23757,107,30,23757
23758,99,30,23758
23759,240,30,23759
23760,200,30,23760
23761,70,30,23761
23762,175,30,23762
23763,140,30,23763
23764,50,30,23764
23765,342,3,23765
23766,106,30,23766
23767,79,30,23767
23768,50,30,23768
23769,275,30,23769
23770,139,30,23770
23771,54,30,23771
23772,45,30,23772
23773,180,30,23773
23774,105,30,23774
23775,33,30,23775
23776,700,30,23776
23777,229,30,23777
23778,39,30,23778
23779,58,30,23779
23780,179,30,23780
23781,58,30,23781
23782,179,30,23782
23783,63,30,23783
23784,150,30,23784
23785,200,30,23785
23786,185,30,23786
23787,188,30,23787
23788,215,30,23788
23789,39,90,23789
23790,125,30,23790
23791,91,30,23791
23792,482,1,23792
23793,210,30,23793
23794,210,30,23794
23795,85,30,23795
23796,231,30,23796
23797,245,30,23797
23798,236,30,23798
23799,110,30,23799
23800,87,5,23800
23801,50,30,23801
23802,90,30,23802
23803,230,30,23803
23804,127,30,23804
23805,500,30,23805
23806,279,30,23806
23807,390,30,23807
23808,144,30,23808
23809,120,30,23809
23810,55,30,23810
23811,93,30,23811
23812,40,30,23812
23813,42,30,23813
23814,42,30,23814
23815,43,30,23815
23816,50,30,23816
23817,55,30,23817
23818,148,30,23818
23819,68,30,23819
23820,48,30,23820
23821,165,30,23821
23822,40,30,23822
23823,144,30,23823
23824,175,30,23824
23825,99,30,23825
23826,40,30,23826
23827,50,30,23827
23828,320,30,23828
23829,45,30,23829
23830,52,30,23830
23831,33,30,23831
23832,170,30,23832
23833,130,30,23833
23834,75,30,23834
23835,133,30,23835
23836,160,30,23836
23837,189,30,23837
23838,145,30,23838
23839,35,30,23839
23840,170,30,23840
23841,102,30,23841
23842,100,30,23842
23843,391,5,23843
23844,35,30,23844
23845,200,30,23845
23846,100,30,23846
23847,263,30,23847
23848,65,30,23848
23849,212,30,23849
23850,120,30,23850
23851,84,30,23851
23852,122,30,23852
23853,150,30,23853
23854,41,90,23854
23855,280,30,23855
23856,144,2,23856
23857,80,30,23857
23858,95,30,23858
23859,175,30,23859
23860,147,30,23860
23861,216,30,23861
23862,211,30,23862
23863,59,30,23863
23864,79,30,23864
23865,45,30,23865
23866,250,30,23866
23867,97,30,23867
23868,189,30,23868
23869,109,30,23869
23870,180,30,23870
23871,67,30,23871
23872,151,30,23872
23873,90,30,23873
23874,90,30,23874
23875,52,30,23875
23876,169,30,23876
23877,48,90,23877
23878,43,90,23878
23879,130,30,23879
23880,450,30,23880
23881,124,30,23881
23882,150,45,23882
23883,214,30,23883
23884,70,30,23884
23885,60,30,23885
23886,100,30,23886
23887,500,30,23887
23888,60,30,23888
23889,72,30,23889
23890,60,30,23890
23891,104,30,23891
23892,253,30,23892
23893,250,30,23893
23894,262,31,23894
23895,265,30,23895
23896,406,31,23896
23897,81,30,23897
23898,45,30,23898
23899,33,30,23899
23900,100,30,23900
23901,43,30,23901
23902,45,30,23902
23903,170,30,23903
23904,180,30,23904
23905,88,30,23905
23906,100,30,23906
23907,100,30,23907
23908,169,30,23908
23909,399,30,23909
23910,47,30,23910
23911,161,30,23911
23912,139,2,23912
23913,55,3,23913
23914,250,30,23914
23915,175,30,23915
23916,225,30,23916
23917,75,30,23917
23918,186,2,23918
23919,188,30,23919
23920,40,30,23920
23921,247,30,23921
23922,230,30,23922
23923,145,30,23923
23924,229,30,23924
23925,115,30,23925
23926,179,30,23926
23927,98,30,23927
23928,200,30,23928
23929,110,30,23929
23930,30,30,23930
23931,271,30,23931
23932,130,30,23932
23933,280,30,23933
23934,200,30,23934
23935,89,30,23935
23936,175,30,23936
23937,74,30,23937
23938,159,30,23938
23939,119,30,23939
23940,179,30,23940
23941,125,30,23941
23942,52,30,23942
23943,250,30,23943
23944,160,30,23944
23945,36,30,23945
23946,60,30,23946
23947,235,30,23947
23948,40,30,23948
23949,499,30,23949
23950,77,30,23950
23951,332,30,23951
23952,150,30,23952
23953,270,1,23953
23954,60,30,23954
23955,350,30,23955
23956,55,30,23956
23957,175,30,23957
23958,131,30,23958
23959,120,30,23959
23960,381,30,23960
23961,150,30,23961
23962,47,30,23962
23963,65,30,23963
23964,47,30,23964
23965,125,30,23965
23966,43,90,23966
23967,47,30,23967
23968,40,90,23968
23969,200,30,23969
23970,37,30,23970
23971,175,30,23971
23972,100,30,23972
23973,90,30,23973
23974,200,30,23974
23975,90,30,23975
23976,150,30,23976
23977,116,30,23977
23978,350,30,23978
23979,160,30,23979
23980,55,30,23980
23981,75,30,23981
23982,43,30,23982
23983,318,31,23983
23984,28,30,23984
23985,165,30,23985
23986,92,30,23986
23987,80,30,23987
23988,400,30,23988
23989,35,30,23989
23990,230,30,23990
23991,315,1,23991
23992,599,30,23992
23993,175,30,23993
23994,189,30,23994
23995,99,30,23995
23996,156,30,23996
23997,125,30,23997
23998,150,30,23998
23999,145,30,23999
24000,180,30,24000
24001,240,1,24001
24002,208,30,24002
24003,220,30,24003
24004,100,30,24004
24005,55,30,24005
24006,113,30,24006
24007,152,30,24007
24008,28,30,24008
24009,115,30,24009
24010,28,30,24010
24011,91,30,24011
24012,218,30,24012
24013,656,1,24013
24014,220,30,24014
24015,85,30,24015
24016,247,1,24016
24017,656,1,24017
24018,151,30,24018
24019,102,30,24019
24020,54,30,24020
24021,611,1,24021
24022,585,1,24022
24023,166,30,24023
24024,67,30,24024
24025,130,30,24025
24026,281,1,24026
24027,742,1,24027
24028,113,30,24028
24029,712,1,24029
24030,36,30,24030
24031,248,31,24031
24032,160,30,24032
24033,712,1,24033
24034,160,30,24034
24035,238,30,24035
24036,200,30,24036
24037,98,30,24037
24038,116,30,24038
24039,164,30,24039
24040,150,30,24040
24041,220,30,24041
24042,120,30,24042
24043,200,30,24043
24044,240,30,24044
24045,150,30,24045
24046,129,30,24046
24047,324,31,24047
24048,115,30,24048
24049,145,30,24049
24050,41,30,24050
24051,199,30,24051
24052,269,31,24052
24053,150,30,24053
24054,200,30,24054
24055,30,30,24055
24056,120,30,24056
24057,250,30,24057
24058,125,30,24058
24059,125,30,24059
24060,328,30,24060
24061,120,30,24061
24062,259,1,24062
24063,99,30,24063
24064,170,30,24064
24065,110,30,24065
24066,53,30,24066
24067,70,30,24067
24068,115,30,24068
24069,150,30,24069
24070,120,30,24070
24071,48,90,24071
24072,628,30,24072
24073,125,30,24073
24074,35,90,24074
24075,400,30,24075
24076,47,30,24076
24077,47,30,24077
24078,82,1,24078
24079,47,30,24079
24080,120,30,24080
24081,65,30,24081
24082,47,30,24082
24083,46,30,24083
24084,36,30,24084
24085,86,30,24085
24086,39,30,24086
24087,400,30,24087
24088,104,1,24088
24089,104,1,24089
24090,163,1,24090
24091,153,1,24091
24092,96,30,24092
24093,88,1,24093
24094,77,1,24094
24095,160,30,24095
24096,199,30,24096
24097,50,30,24097
24098,176,30,24098
24099,103,30,24099
24100,150,45,24100
24101,512,30,24101
24102,98,30,24102
24103,205,30,24103
24104,150,2,24104
24105,98,30,24105
24106,220,30,24106
24107,357,30,24107
24108,99,30,24108
24109,92,30,24109
24110,198,30,24110
24111,134,30,24111
24112,252,2,24112
24113,400,30,24113
24114,170,30,24114
24115,165,30,24115
24116,175,30,24116
24117,291,30,24117
24118,65,30,24118
24119,69,30,24119
24120,53,30,24120
24121,350,30,24121
24122,200,30,24122
24123,88,30,24123
24124,41,90,24124
24125,48,30,24125
24126,250,30,24126
24127,73,30,24127
24128,290,30,24128
24129,45,30,24129
24130,43,30,24130
24131,42,90,24131
24132,43,30,24132
24133,37,30,24133
24134,289,30,24134
24135,39,30,24135
24136,101,30,24136
24137,200,30,24137
24138,223,30,24138
24139,85,30,24139
24140,160,30,24140
24141,82,30,24141
24142,82,30,24142
24143,82,30,24143
24144,92,30,24144
24145,67,30,24145
24146,140,30,24146
24147,119,30,24147
24148,130,30,24148
24149,65,30,24149
24150,90,30,24150
24151,66,30,24151
24152,91,1,24152
24153,535,30,24153
24154,65,30,24154
24155,200,30,24155
24156,491,2,24156
24157,195,30,24157
24158,101,1,24158
24159,2000,30,24159
24160,110,1,24160
24161,98,1,24161
24162,108,30,24162
24163,43,30,24163
24164,83,1,24164
24165,130,5,24165
24166,101,1,24166
24167,38,30,24167
24168,209,1,24168
24169,107,1,24169
24170,103,1,24170
24171,167,1,24171
24172,61,30,24172
24173,40,30,24173
24174,37,30,24174
24175,66,30,24175
24176,40,30,24176
24177,89,30,24177
24178,79,30,24178
24179,60,30,24179
24180,150,30,24180
24181,55,30,24181
24182,136,30,24182
24183,193,30,24183
24184,155,2,24184
24185,103,30,24185
24186,274,30,24186
24187,282,30,24187
24188,150,2,24188
24189,128,30,24189
24190,72,30,24190
24191,190,30,24191
24192,73,30,24192
24193,125,30,24193
24194,793,30,24194
24195,153,30,24195
24196,189,30,24196
24197,104,30,24197
24198,170,30,24198
24199,60,30,24199
24200,75,30,24200
24201,72,30,24201
24202,100,30,24202
24203,77,30,24203
24204,89,30,24204
24205,171,30,24205
24206,120,30,24206
24207,449,30,24207
24208,58,30,24208
24209,60,30,24209
24210,42,90,24210
24211,115,30,24211
24212,125,30,24212
24213,150,30,24213
24214,125,30,24214
24215,206,30,24215
24216,225,30,24216
24217,357,30,24217
24218,204,30,24218
24219,37,90,24219
24220,600,30,24220
24221,75,30,24221
24222,32,90,24222
24223,98,30,24223
24224,99,30,24224
24225,401,30,24225
24226,41,90,24226
24227,39,90,24227
24228,170,30,24228
24229,75,30,24229
24230,62,30,24230
24231,107,30,24231
24232,26,30,24232
24233,415,30,24233
24234,377,31,24234
24235,140,30,24235
24236,499,30,24236
24237,414,30,24237
24238,230,30,24238
24239,476,30,24239
24240,279,30,24240
24241,80,30,24241
24242,299,30,24242
24243,275,30,24243
24244,175,30,24244
24245,290,30,24245
24246,50,30,24246
24247,115,160,24247
24248,70,30,24248
24249,200,30,24249
24250,87,30,24250
24251,242,30,24251
24252,150,30,24252
24253,110,30,24253
24254,77,30,24254
24255,139,30,24255
24256,61,30,24256
24257,164,30,24257
24258,250,30,24258
24259,70,30,24259
24260,60,30,24260
24261,150,30,24261
24262,80,30,24262
24263,198,30,24263
24264,35,30,24264
24265,24,30,24265
24266,400,30,24266
24267,434,31,24267
24268,69,30,24268
24269,153,30,24269
24270,120,30,24270
24271,139,30,24271
24272,95,30,24272
24273,243,1,24273
24274,47,30,24274
24275,47,30,24275
24276,42,30,24276
24277,38,30,24277
24278,47,30,24278
24279,37,30,24279
24280,47,30,24280
24281,38,30,24281
24282,188,30,24282
24283,95,30,24283
24284,340,30,24284
24285,150,1,24285
24286,158,30,24286
24287,285,30,24287
24288,100,30,24288
24289,350,30,24289
24290,257,4,24290
24291,64,30,24291
24292,48,30,24292
24293,130,30,24293
24294,33,30,24294
24295,209,1,24295
24296,167,1,24296
24297,94,30,24297
24298,38,30,24298
24299,37,30,24299
24300,35,30,24300
24301,213,30,24301
24302,334,1,24302
24303,73,30,24303
24304,334,1,24304
24305,334,1,24305
24306,334,1,24306
24307,59,30,24307
24308,334,1,24308
24309,73,30,24309
24310,334,1,24310
24311,225,30,24311
24312,395,30,24312
24313,250,30,24313
24314,120,30,24314
24315,310,2,24315
24316,100,30,24316
24317,150,30,24317
24318,100,30,24318
24319,125,30,24319
24320,88,30,24320
24321,84,30,24321
24322,65,30,24322
24323,70,30,24323
24324,90,30,24324
24325,70,30,24325
24326,245,30,24326
24327,100,30,24327
24328,75,2,24328
24329,164,30,24329
24330,75,2,24330
24331,256,30,24331
24332,80,30,24332
24333,64,2,24333
24334,620,1,24334
24335,500,30,24335
24336,229,31,24336
24337,200,30,24337
24338,71,30,24338
24339,128,30,24339
24340,126,1,24340
24341,200,30,24341
24342,67,30,24342
24343,220,30,24343
24344,75,30,24344
24345,125,30,24345
24346,280,30,24346
24347,70,30,24347
24348,185,30,24348
24349,349,30,24349
24350,214,2,24350
24351,55,30,24351
24352,56,30,24352
24353,55,30,24353
24354,235,30,24354
24355,296,31,24355
24356,350,30,24356
24357,337,31,24357
24358,392,30,24358
24359,380,30,24359
24360,53,30,24360
24361,30,30,24361
24362,90,30,24362
24363,110,30,24363
24364,95,30,24364
24365,264,30,24365
24366,48,30,24366
24367,199,30,24367
24368,54,30,24368
24369,255,30,24369
24370,49,30,24370
24371,54,30,24371
24372,200,30,24372
24373,64,30,24373
24374,315,30,24374
24375,49,30,24375
24376,176,31,24376
24377,43,30,24377
24378,281,30,24378
24379,180,30,24379
24380,85,30,24380
24381,102,30,24381
24382,229,2,24382
24383,189,30,24383
24384,617,30,24384
24385,85,30,24385
24386,259,30,24386
24387,354,1,24387
24388,450,30,24388
24389,75,30,24389
24390,72,30,24390
24391,69,30,24391
24392,269,30,24392
24393,357,1,24393
24394,107,30,24394
24395,275,30,24395
24396,142,30,24396
24397,160,5,24397
24398,380,1,24398
24399,128,30,24399
24400,42,30,24400
24401,110,30,24401
24402,175,30,24402
24403,148,1,24403
24404,47,30,24404
24405,130,30,24405
24406,47,30,24406
24407,47,30,24407
24408,100,30,24408
24409,47,30,24409
24410,455,1,24410
24411,47,30,24411
24412,259,1,24412
24413,160,30,24413
24414,58,30,24414
24415,363,30,24415
24416,100,30,24416
24417,354,1,24417
24418,91,30,24418
24419,170,30,24419
24420,235,30,24420
24421,250,1,24421
24422,104,30,24422
24423,210,30,24423
24424,196,30,24424
24425,39,30,24425
24426,183,30,24426
24427,199,30,24427
24428,108,30,24428
24429,216,30,24429
24430,282,30,24430
24431,140,30,24431
24432,199,2,24432
24433,40,30,24433
24434,98,30,24434
24435,83,30,24435
24436,150,30,24436
24437,153,30,24437
24438,368,1,24438
24439,84,30,24439
24440,49,90,24440
24441,149,30,24441
24442,40,30,24442
24443,130,30,24443
24444,270,30,24444
24445,224,30,24445
24446,118,30,24446
24447,465,30,24447
24448,1700,30,24448
24449,66,30,24449
24450,66,30,24450
24451,77,30,24451
24452,50,30,24452
24453,365,1,24453
24454,365,1,24454
24455,100,30,24455
24456,365,1,24456
24457,365,1,24457
24458,120,30,24458
24459,250,30,24459
24460,128,30,24460
24461,125,30,24461
24462,478,1,24462
24463,42,30,24463
24464,150,30,24464
24465,44,90,24465
24466,488,1,24466
24467,1142,1,24467
24468,42,90,24468
24469,230,30,24469
24470,150,30,24470
24471,380,1,24471
24472,380,1,24472
24473,175,30,24473
24474,85,30,24474
24475,380,1,24475
24476,85,30,24476
24477,228,30,24477
24478,160,30,24478
24479,543,1,24479
24480,203,30,24480
24481,105,30,24481
24482,96,30,24482
24483,164,30,24483
24484,93,30,24484
24485,240,30,24485
24486,370,1,24486
24487,155,30,24487
24488,61,30,24488
24489,66,30,24489
24490,350,30,24490
24491,167,30,24491
24492,135,30,24492
24493,66,30,24493
24494,67,30,24494
24495,90,30,24495
24496,55,3,24496
24497,140,30,24497
24498,96,30,24498
24499,79,30,24499
24500,89,30,24500
24501,218,30,24501
24502,130,30,24502
24503,354,1,24503
24504,354,1,24504
24505,156,30,24505
24506,368,1,24506
24507,227,1,24507
24508,245,1,24508
24509,201,30,24509
24510,42,30,24510
24511,90,30,24511
24512,38,30,24512
24513,37,30,24513
24514,205,30,24514
24515,42,30,24515
24516,45,30,24516
24517,89,30,24517
24518,145,30,24518
24519,41,30,24519
24520,271,1,24520
24521,280,30,24521
24522,37,30,24522
24523,42,30,24523
24524,195,30,24524
24525,42,30,24525
24526,189,30,24526
24527,48,30,24527
24528,129,30,24528
24529,200,30,24529
24530,139,30,24530
24531,59,30,24531
24532,28,90,24532
24533,60,30,24533
24534,38,30,24534
24535,190,30,24535
24536,423,30,24536
24537,209,30,24537
24538,107,30,24538
24539,102,31,24539
24540,199,1,24540
24541,111,30,24541
24542,108,30,24542
24543,297,30,24543
24544,136,1,24544
24545,181,30,24545
24546,100,30,24546
24547,120,30,24547
24548,650,30,24548
24549,156,30,24549
24550,150,30,24550
24551,100,30,24551
24552,174,30,24552
24553,130,30,24553
24554,178,30,24554
24555,149,30,24555
24556,228,30,24556
24557,257,1,24557
24558,70,30,24558
24559,289,1,24559
24560,37,90,24560
24561,38,30,24561
24562,41,30,24562
24563,38,30,24563
24564,275,30,24564
24565,42,30,24565
24566,32,30,24566
24567,33,90,24567
24568,36,90,24568
24569,185,30,24569
24570,115,30,24570
24571,225,30,24571
24572,200,30,24572
24573,157,30,24573
24574,180,30,24574
24575,200,30,24575
24576,123,30,24576
24577,175,30,24577
24578,38,30,24578
24579,294,30,24579
24580,150,30,24580
24581,380,30,24581
24582,362,1,24582
24583,213,30,24583
24584,170,30,24584
24585,392,1,24585
24586,59,30,24586
24587,40,90,24587
24588,65,30,24588
24589,212,30,24589
24590,38,30,24590
24591,222,30,24591
24592,159,30,24592
24593,45,30,24593
24594,102,30,24594
24595,35,30,24595
24596,190,30,24596
24597,116,30,24597
24598,165,30,24598
24599,169,30,24599
24600,320,31,24600
24601,115,30,24601
24602,61,30,24602
24603,189,30,24603
24604,140,30,24604
24605,132,30,24605
24606,201,30,24606
24607,358,30,24607
24608,186,30,24608
24609,250,30,24609
24610,313,1,24610
24611,150,30,24611
24612,213,2,24612
24613,133,30,24613
24614,165,30,24614
24615,200,30,24615
24616,150,30,24616
24617,321,30,24617
24618,80,30,24618
24619,185,30,24619
24620,100,30,24620
24621,295,30,24621
24622,295,30,24622
24623,240,31,24623
24624,556,2,24624
24625,53,90,24625
24626,124,30,24626
24627,85,30,24627
24628,196,30,24628
24629,265,1,24629
24630,127,30,24630
24631,88,30,24631
24632,65,30,24632
24633,60,30,24633
24634,98,30,24634
24635,199,30,24635
24636,100,30,24636
24637,250,30,24637
24638,139,30,24638
24639,55,30,24639
24640,103,31,24640
24641,400,30,24641
24642,109,30,24642
24643,299,30,24643
24644,179,30,24644
24645,229,30,24645
24646,170,30,24646
24647,175,30,24647
24648,284,30,24648
24649,125,30,24649
24650,125,30,24650
24651,89,30,24651
24652,125,30,24652
24653,100,30,24653
24654,200,30,24654
24655,90,30,24655
24656,68,30,24656
24657,55,30,24657
24658,45,30,24658
24659,205,1,24659
24660,205,30,24660
24661,55,30,24661
24662,135,30,24662
24663,150,30,24663
24664,39,30,24664
24665,370,30,24665
24666,129,30,24666
24667,94,30,24667
24668,200,30,24668
24669,98,30,24669
24670,325,30,24670
24671,128,30,24671
24672,444,30,24672
24673,73,30,24673
24674,77,30,24674
24675,78,30,24675
24676,120,30,24676
24677,135,30,24677
24678,117,31,24678
24679,115,30,24679
24680,77,30,24680
24681,180,30,24681
24682,137,30,24682
24683,152,30,24683
24684,95,30,24684
24685,70,30,24685
24686,71,30,24686
24687,85,30,24687
24688,40,30,24688
24689,116,30,24689
24690,135,30,24690
24691,85,30,24691
24692,50,30,24692
24693,39,30,24693
24694,200,60,24694
24695,255,30,24695
24696,200,30,24696
24697,181,30,24697
24698,115,30,24698
24699,98,30,24699
24700,115,30,24700
24701,38,90,24701
24702,280,30,24702
24703,285,30,24703
24704,158,30,24704
24705,253,1,24705
24706,265,30,24706
24707,95,30,24707
24708,155,30,24708
24709,135,30,24709
24710,38,30,24710
24711,118,30,24711
24712,122,30,24712
24713,145,30,24713
24714,345,30,24714
24715,90,30,24715
24716,59,30,24716
24717,164,30,24717
24718,150,30,24718
24719,93,30,24719
24720,146,30,24720
24721,39,90,24721
24722,42,30,24722
24723,43,30,24723
24724,250,30,24724
24725,85,30,24725
24726,50,30,24726
24727,55,30,24727
24728,65,30,24728
24729,200,30,24729
24730,275,30,24730
24731,195,30,24731
24732,120,30,24732
24733,200,30,24733
24734,52,30,24734
24735,164,30,24735
24736,135,120,24736
24737,232,30,24737
24738,750,30,24738
24739,69,30,24739
24740,179,30,24740
24741,95,30,24741
24742,65,30,24742
24743,150,30,24743
24744,220,30,24744
24745,195,30,24745
24746,95,30,24746
24747,70,30,24747
24748,80,30,24748
24749,181,30,24749
24750,260,30,24750
24751,250,5,24751
24752,160,30,24752
24753,95,30,24753
24754,209,30,24754
24755,233,31,24755
24756,160,30,24756
24757,60,30,24757
24758,400,30,24758
24759,80,30,24759
24760,280,30,24760
24761,85,30,24761
24762,179,1,24762
24763,165,30,24763
24764,240,30,24764
24765,120,30,24765
24766,113,30,24766
24767,120,30,24767
24768,72,30,24768
24769,40,30,24769
24770,175,30,24770
24771,292,3,24771
24772,165,30,24772
24773,210,30,24773
24774,225,30,24774
24775,65,30,24775
24776,143,30,24776
24777,50,30,24777
24778,354,1,24778
24779,92,3,24779
24780,55,30,24780
24781,87,30,24781
24782,115,30,24782
24783,155,30,24783
24784,39,30,24784
24785,62,30,24785
24786,112,30,24786
24787,66,30,24787
24788,295,30,24788
24789,46,30,24789
24790,98,3,24790
24791,175,30,24791
24792,190,30,24792
24793,190,30,24793
24794,165,30,24794
24795,315,30,24795
24796,622,2,24796
24797,249,30,24797
24798,152,30,24798
24799,58,30,24799
24800,150,30,24800
24801,155,30,24801
24802,110,30,24802
24803,123,30,24803
24804,90,30,24804
24805,100,30,24805
24806,243,30,24806
24807,160,30,24807
24808,58,30,24808
24809,65,30,24809
24810,175,30,24810
24811,119,30,24811
24812,75,30,24812
24813,500,30,24813
24814,139,30,24814
24815,245,30,24815
24816,220,30,24816
24817,193,30,24817
24818,270,30,24818
24819,240,30,24819
24820,213,30,24820
24821,500,30,24821
24822,110,30,24822
24823,200,30,24823
24824,408,30,24824
24825,62,30,24825
24826,108,30,24826
24827,98,30,24827
24828,55,30,24828
24829,49,30,24829
24830,69,30,24830
24831,65,30,24831
24832,245,1,24832
24833,95,30,24833
24834,239,1,24834
24835,95,30,24835
24836,130,30,24836
24837,120,30,24837
24838,82,30,24838
24839,342,30,24839
24840,96,30,24840
24841,98,30,24841
24842,47,30,24842
24843,71,30,24843
24844,76,30,24844
24845,95,60,24845
24846,55,30,24846
24847,543,30,24847
24848,50,30,24848
24849,55,30,24849
24850,214,30,24850
24851,195,30,24851
24852,140,30,24852
24853,86,30,24853
24854,38,30,24854
24855,254,30,24855
24856,163,30,24856
24857,100,30,24857
24858,50,30,24858
24859,120,30,24859
24860,299,30,24860
24861,102,30,24861
24862,155,30,24862
24863,39,30,24863
24864,72,30,24864
24865,60,30,24865
24866,159,30,24866
24867,250,30,24867
24868,288,30,24868
24869,73,30,24869
24870,58,30,24870
24871,320,30,24871
24872,71,30,24872
24873,500,30,24873
24874,175,30,24874
24875,97,30,24875
24876,110,30,24876
24877,70,30,24877
24878,250,30,24878
24879,190,30,24879
24880,131,1,24880
24881,130,30,24881
24882,105,30,24882
24883,320,30,24883
24884,525,3,24884
24885,69,30,24885
24886,136,30,24886
24887,285,30,24887
24888,174,30,24888
24889,109,30,24889
24890,200,30,24890
24891,138,30,24891
24892,65,30,24892
24893,78,30,24893
24894,145,30,24894
24895,159,30,24895
24896,163,30,24896
24897,61,30,24897
24898,75,30,24898
24899,153,30,24899
24900,163,30,24900
24901,120,30,24901
24902,190,30,24902
24903,49,90,24903
24904,33,90,24904
24905,39,30,24905
24906,34,90,24906
24907,95,30,24907
24908,40,90,24908
24909,70,30,24909
24910,31,90,24910
24911,699,31,24911
24912,85,30,24912
24913,44,30,24913
24914,74,30,24914
24915,46,30,24915
24916,46,30,24916
24917,175,30,24917
24918,46,30,24918
24919,46,30,24919
24920,111,30,24920
24921,46,30,24921
24922,46,30,24922
24923,149,30,24923
24924,130,30,24924
24925,100,30,24925
24926,242,31,24926
24927,237,31,24927
24928,101,30,24928
24929,225,31,24929
24930,150,30,24930
24931,343,30,24931
24932,110,30,24932
24933,181,30,24933
24934,81,30,24934
24935,81,30,24935
24936,64,30,24936
24937,65,30,24937
24938,120,30,24938
24939,55,30,24939
24940,150,30,24940
24941,358,30,24941
24942,83,30,24942
24943,200,30,24943
24944,55,30,24944
24945,70,30,24945
24946,120,30,24946
24947,70,30,24947
24948,140,30,24948
24949,215,30,24949
24950,75,30,24950
24951,650,5,24951
24952,90,30,24952
24953,363,30,24953
24954,65,30,24954
24955,213,1,24955
24956,36,90,24956
24957,75,30,24957
24958,42,30,24958
24959,46,90,24959
24960,38,90,24960
24961,45,90,24961
24962,185,30,24962
24963,118,30,24963
24964,169,30,24964
24965,161,30,24965
24966,189,30,24966
24967,54,30,24967
24968,100,30,24968
24969,100,30,24969
24970,170,30,24970
24971,54,30,24971
24972,53,30,24972
24973,189,30,24973
24974,132,30,24974
24975,300,30,24975
24976,182,30,24976
24977,110,30,24977
24978,148,30,24978
24979,155,30,24979
24980,125,30,24980
24981,97,30,24981
24982,149,30,24982
