BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,TEMP_CORD
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16027,40,,B2,"611 BEACH 66TH STREET, NYC, QUEENS",,11692.0,2.0,0.0,2.0,4000.0,2150.0,2001.0,1,B2,965404,2023-02-14,"40.5973444,-73.7958003"
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16028,13,,B2,"628 BEACH 68TH STREET, NYC, QUEENS",,11692.0,2.0,0.0,2.0,3000.0,2306.0,2022.0,1,B2,955000,2023-09-15,"40.59761049999999,-73.7974022"
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16028,15,,B2,"630 BEACH 68TH STREET, NYC, QUEENS",,11692.0,2.0,0.0,2.0,3000.0,2416.0,2022.0,1,B2,957155,2023-09-27,"40.5969874,-73.7973291"
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16029,22,,B9,"642 BEACH 69TH STREET, NYC, QUEENS",,11692.0,2.0,0.0,2.0,2725.0,1848.0,1960.0,1,B9,20,2023-06-20,"40.5981354,-73.7984026"
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16030,7,,B9,"514 BEACH 64TH STREET, NYC, QUEENS",,11692.0,2.0,0.0,2.0,3450.0,1974.0,1960.0,1,B9,0,2023-04-29,"40.595553,-73.7933565"
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16030,69,,B2,"521 BEACH 63RD STREET, NYC, QUEENS",,11692.0,2.0,0.0,2.0,3164.0,1978.0,2000.0,1,B2,620000,2023-05-03,"40.5957969,-73.7928524"
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16031,53,,B9,"533 BEACH 64TH STREET, NYC, QUEENS",,11692.0,2.0,0.0,2.0,2950.0,2250.0,1960.0,1,B9,0,2023-07-14,"40.596046,-73.7937481"
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16033,25,,B2,"550 BEACH 67TH STREET, NYC, QUEENS",,11692.0,2.0,0.0,2.0,2000.0,1344.0,1920.0,1,B2,0,2023-04-04,"40.5963652,-73.7961794"
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16033,27,,B1,"556 BEACH 67TH STREET, NYC, QUEENS",,11692.0,2.0,0.0,2.0,3000.0,1890.0,2003.0,1,B1,242000,2023-05-08,"40.596506,-73.79624179999999"
QUEENS,ARVERNE,02 TWO FAMILY DWELLINGS,1,16033,34,,B2,"66-11 ALMEDA AVENUE, NYC, QUEENS",,11692.0,2.0,0.0,2.0,4000.0,1508.0,1930.0,1,B2,428046,2023-04-03,"40.5968786,-73.79634519999999"
